time,la_x,la_y,uwb_x,uwb_y,vel_linear_x,vel_angular_z,mpu_ang_vel_z,mpu_linear_acc_x,mpu_linear_acc_y,odom_linear_x,odom_angular_z,odom_filtered_linear_x,odom_filtered_angular_z,odom_yaw,odom_filtered_yaw
1623764914.893403,0.0,0.0,0.0,0.0,,,1.1585365533828735,-0.0009765625,0.0078125,0.0,0.0017186615472404325,0.0,0.0015906272051293983,8.247368819986313e-05,0.0014877198378407668
1623764914.893403,0.0,0.0,0.0,0.0,,,1.1585365533828735,-0.0009765625,0.0078125,0.0,0.0017186615472404325,0.0,0.001595443660074621,8.247368819986313e-05,0.001413206905074762
1623764914.893403,0.0,0.0,0.0,0.0,,,1.1585365533828735,-0.0009765625,0.0078125,0.0,0.0017186615472404325,0.0,0.001595443660074621,8.247368819986313e-05,0.001413206905074762
1623764914.893403,0.0,0.0,0.0,0.0,0.0,0.0,1.1585365533828735,-0.0009765625,0.0078125,0.0,0.0017186615472404325,0.0,0.001595443660074621,8.247368819986313e-05,0.001413206905074762
1623764914.893403,0.0,0.0,2.02,2.36,0.0,0.0,1.1585365533828735,-0.0009765625,0.0078125,0.0,0.0017186615472404325,0.0,0.001595443660074621,8.247368819986313e-05,0.001413206905074762
1623764914.893403,0.0,0.0,2.02,2.36,0.0,0.0,1.1585365533828735,-0.0009765625,0.0078125,0.0,0.0017186615472404325,0.0,0.001595443660074621,8.247368819986313e-05,0.001413206905074762
1623764914.975403,0.0,0.0,2.02,2.36,0.0,0.0,1.1585365533828735,-0.0009765625,0.0078125,0.0,0.0017489468594200119,0.0,0.0016358860779102627,0.00012132824413276437,0.0014922671933453825
1623764914.975403,0.0,0.0,2.02,2.36,0.0,0.0,1.1585365533828735,-0.0009765625,0.0078125,0.0,0.0017489468594200119,0.0,0.0016358860779102627,0.00012132824413276437,0.0014922671933453825
1623764914.975403,0.0,0.0,2.02,2.36,0.0,0.0,1.1585365533828735,-0.0009765625,0.0078125,0.0,0.0017489468594200119,0.0,0.0016358860779102627,0.00012132824413276437,0.0014922671933453825
1623764914.975403,0.0,0.0,2.02,2.36,0.0,0.0,1.1585365533828735,-0.0009765625,0.0078125,0.0,0.0017489468594200119,0.0,0.0016358860779102627,0.00012132824413276437,0.0014922671933453825
1623764914.975403,0.0,0.0,2.02,2.36,0.0,0.0,1.2195122241973877,0.0048828125,0.00830078125,0.0,0.0017489468594200119,0.0,0.0016358860779102627,0.00012132824413276437,0.0014922671933453825
1623764915.0134032,0.0,0.0,2.02,2.36,0.0,0.0,1.2195122241973877,0.0048828125,0.00830078125,0.0,0.0016778913656874653,0.0,0.0016064013300782095,8.10099827926231e-05,0.0014727337953914534
1623764915.0134032,0.0,0.0,2.02,2.36,0.0,0.0,1.2195122241973877,0.0048828125,0.00830078125,0.0,0.0016778913656874653,0.0,0.0016064013300782095,8.10099827926231e-05,0.0014727337953914534
1623764915.0134032,0.0,0.0,2.02,2.36,0.0,0.0,1.2195122241973877,0.0048828125,0.00830078125,0.0,0.0016778913656874653,0.0,0.0016064013300782095,8.10099827926231e-05,0.0014727337953914534
1623764915.0134032,0.0,0.0,2.01,2.37,0.0,0.0,1.2195122241973877,0.0048828125,0.00830078125,0.0,0.0016778913656874653,0.0,0.0016064013300782095,8.10099827926231e-05,0.0014727337953914534
1623764915.0134032,0.0,0.0,2.01,2.37,0.0,0.0,1.2195122241973877,0.0048828125,0.00830078125,0.0,0.0016778913656874653,0.0,0.0016064013300782095,8.10099827926231e-05,0.0014727337953914534
1623764915.0794032,0.0,0.0,2.01,2.37,0.0,0.0,1.2195122241973877,0.0048828125,0.00830078125,0.0,0.001657456082534234,0.0,0.0015847452800303616,8.952878443585666e-05,0.0015045065137317707
1623764915.0794032,0.0,0.0,2.01,2.37,0.0,0.0,1.2195122241973877,0.0048828125,0.00830078125,0.0,0.001657456082534234,0.0,0.0015847452800303616,8.952878443585666e-05,0.0015045065137317707
1623764915.0794032,0.0,0.0,2.01,2.37,0.0,0.0,1.2195122241973877,0.0048828125,0.00830078125,0.0,0.001657456082534234,0.0,0.0015847452800303616,8.952878443585666e-05,0.0015045065137317707
