time,predicted_x,corrected_x,uwb_x,uwb_y
1622730786.726504,2.8099597513515397,2.803727119290356,2.74,1.85
1622730786.729754,2.803727119290356,2.79804984786467,2.74,1.85
1622730786.734501,2.79804984786467,2.7928784264012494,2.74,1.85
1622730786.738158,2.7928784264012494,2.7881677642522553,2.74,1.85
1622730786.742381,2.7881677642522553,2.7838767947066065,2.74,1.85
1622730786.746963,2.785440157437549,2.781392208326033,2.74,1.85
1622730786.750919,2.781392208326033,2.777704889238983,2.74,1.85
1622730786.755761,2.777704889238983,2.774346065394341,2.74,1.85
1622730786.759031,2.774346065394341,2.7712864670198782,2.74,1.85
1622730786.764778,2.7712864670198782,2.7684994335383015,2.74,1.85
1622730786.769018,2.7684994335383015,2.7659606806870976,2.74,1.85
1622730786.776763,2.7659606806870976,2.7636480884942243,2.74,1.85
1622730786.785015,2.7636480884942243,2.761541508224718,2.74,1.85
1622730786.789111,2.761541508224718,2.759622586587802,2.74,1.85
1622730786.792353,2.759622586587802,2.7578746056514576,2.74,1.85
1622730786.796033,2.761117559787509,2.752110014765964,2.66,1.89
1622730786.799907,2.752110014765964,2.7439048702541506,2.66,1.89
1622730786.805783,2.7439048702541506,2.7364306454591927,2.66,1.89
1622730786.809434,2.7364306454591927,2.7296222278994033,2.66,1.89
1622730786.811845,2.7296222278994033,2.723420305912102,2.66,1.89
1622730786.815668,2.723420305912102,2.71777085176384,2.66,1.89
1622730786.821039,2.71777085176384,2.712624650843065,2.66,1.89
1622730786.825257,2.712624650843065,2.7079368728208824,2.66,1.89
1622730786.829555,2.7079368728208824,2.703666681034385,2.66,1.89
1622730786.833669,2.703666681034385,2.699776876682368,2.66,1.89
1622730786.838529,2.7018544916910807,2.6981261169527033,2.66,1.89
1622730786.842676,2.6981261169527033,2.6947298643322943,2.66,1.89
1622730786.845949,2.6947298643322943,2.6916361483841595,2.66,1.89
1622730786.851453,2.6916361483841595,2.6888180191692843,2.66,1.89
1622730786.855788,2.6888180191692843,2.6862509274728392,2.66,1.89
1622730786.860322,2.6862509274728392,2.6839125109391944,2.66,1.89
1622730786.865442,2.6839125109391944,2.6817823992603405,2.66,1.89
1622730786.868772,2.6817823992603405,2.679842036719846,2.66,1.89
1622730786.873692,2.679842036719846,2.6780745205458873,2.66,1.89
1622730786.880161,2.6780745205458873,2.676464453664737,2.66,1.89
1622730786.886271,2.6813193195599756,2.6794202080912335,2.66,1.89
1622730786.8891,2.6794202080912335,2.6776902683136257,2.66,1.89
1622730786.892029,2.6776902683136257,2.6761144305049616,2.66,1.89
1622730786.895523,2.6761144305049616,2.674678967348423,2.66,1.89
1622730786.901812,2.674678967348423,2.669808200003657,2.62,1.99
1622730786.905432,2.669808200003657,2.665371317545747,2.62,1.99
1622730786.909652,2.665371317545747,2.6613296697687376,2.62,1.99
1622730786.912962,2.6613296697687376,2.657648049407188,2.62,1.99
1622730786.916669,2.657648049407188,2.65429438543999,2.62,1.99
1622730786.92178,2.65429438543999,2.651239463714793,2.62,1.99
1622730786.928201,2.657994655902202,2.654610116488629,2.62,1.99
1622730786.931486,2.654610116488629,2.6515270696731146,2.62,1.99
1622730786.937394,2.6515270696731146,2.648718658685511,2.62,1.99
1622730786.941408,2.648718658685511,2.6461604191405375,2.62,1.99
1622730786.948289,2.6461604191405375,2.6438300659253975,2.62,1.99
1622730786.95197,2.6438300659253975,2.6417072990713786,2.62,1.99
1622730786.955975,2.6417072990713786,2.6397736269183416,2.62,1.99
1622730786.960187,2.6397736269183416,2.6380122050316364,2.62,1.99
1622730786.964953,2.647069960397682,2.6446585858501135,2.62,1.99
1622730786.967856,2.6446585858501135,2.6424620149881735,2.62,1.99
1622730786.970816,2.6424620149881735,2.640461113237934,2.62,1.99
1622730786.973792,2.640461113237934,2.638638450521106,2.62,1.99
1622730786.979237,2.638638450521106,2.6369781494196265,2.62,1.99
1622730786.982159,2.6369781494196265,2.635465746865653,2.62,1.99
1622730786.993401,2.635465746865653,2.634088068152139,2.62,1.99
1622730786.997849,2.634088068152139,2.632833112166468,2.62,2.11
1622730787.002792,2.632833112166468,2.631689946847407,2.62,2.11
1622730787.006017,2.631689946847407,2.6306486139546896,2.62,2.11
1622730787.009596,2.6419729515350774,2.6400156152461873,2.62,2.11
1622730787.014531,2.6400156152461873,2.638232637206222,2.62,2.11
1622730787.018358,2.638232637206222,2.6366084856952305,2.62,2.11
1622730787.021522,2.6366084856952305,2.635129012548836,2.62,2.11
1622730787.027752,2.635129012548836,2.6337813299119968,2.62,2.11
1622730787.031295,2.6337813299119968,2.632553697971462,2.62,2.11
1622730787.034984,2.632553697971462,2.6314354226889503,2.62,2.11
1622730787.039594,2.6314354226889503,2.6304167626441886,2.62,2.11
1622730787.043214,2.6304167626441886,2.6294888441763167,2.62,2.11
1622730787.046992,2.6294888441763167,2.6286435840844407,2.62,2.11
1622730787.050233,2.6421111280737803,2.64014148310972,2.62,2.11
1622730787.053851,2.64014148310972,2.6383472928430582,2.62,2.11
1622730787.056936,2.6383472928430582,2.636712927883006,2.62,2.11
1622730787.060375,2.636712927883006,2.6352241510947843,2.62,2.11
1622730787.06801,2.6352241510947843,2.633867993578359,2.62,2.11
1622730787.070417,2.633867993578359,2.6326326416949115,2.62,2.11
1622730787.074062,2.6326326416949115,2.6315073341569164,2.62,2.11
1622730787.07474,2.6315073341569164,2.630482268285371,2.62,2.11
1622730787.080138,2.630482268285371,2.6295485146175683,2.62,2.11
1622730787.084036,2.6295485146175683,2.628697939121555,2.62,2.11
1622730787.091895,2.634052955632278,2.632801127448935,2.62,2.11
1622730787.095546,2.632801127448935,2.63255160483053,2.63,2.19
1622730787.101534,2.63255160483053,2.6323243095253166,2.63,2.19
1622730787.106233,2.6323243095253166,2.6321172615386357,2.63,2.19
1622730787.114507,2.6321172615386357,2.63192865725247,2.63,2.19
1622730787.118582,2.63192865725247,2.631756853713927,2.63,2.19
1622730787.12555,2.631756853713927,2.6316003543232918,2.63,2.19
1622730787.128588,2.6316003543232918,2.6314577957969845,2.63,2.19
1622730787.132863,2.6314577957969845,2.631327936291842,2.63,2.19
1622730787.137677,2.631327936291842,2.6312096445872863,2.63,2.19
1622730787.142475,2.645932335172582,2.644513093077392,2.63,2.19
1622730787.145386,2.644513093077392,2.6432202761485666,2.63,2.19
1622730787.150825,2.6432202761485666,2.642042622514192,2.63,2.19
1622730787.154886,2.642042622514192,2.640969873502609,2.63,2.19
1622730787.15909,2.640969873502609,2.6399926842779826,2.63,2.19
1622730787.162789,2.6399926842779826,2.6391025424364005,2.63,2.19
1622730787.169438,2.6391025424364005,2.638291693853376,2.63,2.19
1622730787.173778,2.638291693853376,2.637553075136807,2.63,2.19
1622730787.181074,2.637553075136807,2.636880252096986,2.63,2.19
1622730787.192039,2.636880252096986,2.6362673636976544,2.63,2.19
1622730787.199945,2.652750641129598,2.6525056157998153,2.65,2.24
1622730787.203615,2.6525056157998153,2.652282417167666,2.65,2.24
1622730787.209748,2.652282417167666,2.6520791009250666,2.65,2.24
1622730787.213926,2.6520791009250666,2.6518938959616367,2.65,2.24
1622730787.218017,2.6518938959616367,2.651725188936361,2.65,2.24
1622730787.223628,2.651725188936361,2.651571510223598,2.65,2.24
1622730787.22915,2.651571510223598,2.651431521111005,2.65,2.24
1622730787.234288,2.651431521111005,2.651304002137868,2.65,2.24
1622730787.240091,2.651304002137868,2.6511878424722433,2.65,2.24
1622730787.245504,2.6511878424722433,2.6510820302343765,2.65,2.24
1622730787.249681,2.669186196359602,2.667477102417937,2.65,2.24
1622730787.2531,2.667477102417937,2.665920253457334,2.65,2.24
1622730787.257168,2.665920253457334,2.6645020875935153,2.65,2.24
1622730787.261889,2.6645020875935153,2.6632102510260673,2.65,2.24
1622730787.267085,2.6632102510260673,2.662033490423113,2.65,2.24
1622730787.273716,2.662033490423113,2.6609615548922885,2.65,2.24
1622730787.277677,2.6609615548922885,2.6599851066840814,2.65,2.24
1622730787.284416,2.6599851066840814,2.6590956398496557,2.65,2.24
1622730787.289734,2.6590956398496557,2.6582854061445866,2.65,2.24
1622730787.294628,2.6582854061445866,2.660219728097121,2.68,2.3
1622730787.300013,2.6797649747173438,2.6797859106172583,2.68,2.3
1622730787.303634,2.6797859106172583,2.679804981560772,2.68,2.3
1622730787.307894,2.679804981560772,2.6798223536769936,2.68,2.3
1622730787.312443,2.6798223536769936,2.6798381782963565,2.68,2.3
1622730787.316151,2.6798381782963565,2.6798525932688784,2.68,2.3
1622730787.320212,2.6798525932688784,2.679865724164987,2.68,2.3
1622730787.32693,2.679865724164987,2.679877685369378,2.68,2.3
1622730787.331948,2.679877685369378,2.6798885810774307,2.68,2.3
1622730787.335352,2.6798885810774307,2.6798985062028686,2.68,2.3
1622730787.338753,2.6798985062028686,2.679907547204563,2.68,2.3
1622730787.343163,2.700718558785038,2.698872962991277,2.68,2.3
1622730787.347043,2.698872962991277,2.6971917716751292,2.68,2.3
1622730787.351818,2.6971917716751292,2.6956603397922403,2.68,2.3
1622730787.355464,2.6956603397922403,2.6942653268693197,2.68,2.3
1622730787.360854,2.6942653268693197,2.6929945807937945,2.68,2.3
1622730787.365662,2.6929945807937945,2.691837031955406,2.68,2.3
1622730787.371824,2.691837031955406,2.690782596817607,2.68,2.3
1622730787.379384,2.690782596817607,2.689822090078752,2.68,2.3
1622730787.384104,2.689822090078752,2.688947144657917,2.68,2.3
1622730787.389055,2.688947144657917,2.688150138808324,2.68,2.3
1622730787.398814,2.69225651823792,2.6929463025765625,2.7,2.31
1622730787.404333,2.6929463025765625,2.6935746413732047,2.7,2.31
1622730787.409497,2.6935746413732047,2.694147008156921,2.7,2.31
1622730787.414977,2.694147008156921,2.6946683888783594,2.7,2.31
1622730787.419609,2.6946683888783594,2.6951433253429156,2.7,2.31
1622730787.426249,2.6951433253429156,2.6955759547749034,2.7,2.31
1622730787.430146,2.6955759547749034,2.695970045857375,2.7,2.31
1622730787.435481,2.695970045857375,2.696329031561538,2.7,2.31
1622730787.440973,2.696329031561538,2.6966560390517476,2.7,2.31
1622730787.445999,2.6966560390517476,2.6969539169265855,2.7,2.31
1622730787.45045,2.7202534039274706,2.7184492438270653,2.7,2.31
1622730787.453561,2.7184492438270653,2.7168057971395534,2.7,2.31
1622730787.458281,2.7168057971395534,2.715308747618235,2.7,2.31
1622730787.461966,2.715308747618235,2.7139450542983914,2.7,2.31
1622730787.466659,2.7139450542983914,2.712702837895991,2.7,2.31
1622730787.471099,2.712702837895991,2.711571277325929,2.7,2.31
1622730787.477762,2.711571277325929,2.710540515438351,2.7,2.31
1622730787.490503,2.710540515438351,2.7096015731519243,2.7,2.31
1622730787.495353,2.7096015731519243,2.712309445321501,2.74,2.33
1622730787.49908,2.712309445321501,2.7147761019925447,2.74,2.33
1622730787.504313,2.7354823041386167,2.7358847375590956,2.74,2.33
1622730787.50781,2.7358847375590956,2.7362513224712006,2.74,2.33
1622730787.513163,2.7362513224712006,2.7365852522368326,2.74,2.33
1622730787.517516,2.7365852522368326,2.7368894357552827,2.74,2.33
1622730787.524009,2.7368894357552827,2.737166522802979,2.74,2.33
1622730787.527392,2.737166522802979,2.7374189271159817,2.74,2.33
1622730787.532147,2.7374189271159817,2.7376488474163057,2.74,2.33
1622730787.535116,2.7376488474163057,2.737858286565234,2.74,2.33
1622730787.539147,2.737858286565234,2.7380490690104637,2.74,2.33
1622730787.544352,2.7380490690104637,2.738222856679074,2.74,2.33
1622730787.549561,2.7617405584276917,2.75980392356788,2.74,2.33
1622730787.553736,2.75980392356788,2.758039802886705,2.74,2.33
1622730787.558878,2.758039802886705,2.756432828932898,2.74,2.33
1622730787.564598,2.756432828932898,2.754969003177796,2.74,2.33
1622730787.568115,2.754969003177796,2.7536355740725975,2.74,2.33
1622730787.577072,2.7536355740725975,2.75242092596821,2.74,2.33
1622730787.587124,2.75242092596821,2.751314477930034,2.74,2.33
1622730787.591229,2.751314477930034,2.7538697656517064,2.78,2.33
1622730787.595738,2.7538697656517064,2.7561974299986116,2.78,2.33
1622730787.599942,2.7561974299986116,2.7583177475135043,2.78,2.33
1622730787.607147,2.7826843028250003,2.7824451868684132,2.78,2.33
1622730787.610868,2.7824451868684132,2.782227371206324,2.78,2.33
1622730787.613724,2.782227371206324,2.782028958422299,2.78,2.33
1622730787.617072,2.782028958422299,2.7818482201205303,2.78,2.33
1622730787.621907,2.7818482201205303,2.781683581869589,2.78,2.33
1622730787.626322,2.781683581869589,2.781533609487379,2.78,2.33
1622730787.631505,2.781533609487379,2.781396996547814,2.78,2.33
1622730787.637391,2.781396996547814,2.781272553000399,2.78,2.33
1622730787.641898,2.781272553000399,2.7811591948035654,2.78,2.33
1622730787.646419,2.7811591948035654,2.781055934481465,2.78,2.33
1622730787.651458,2.80616868209189,2.8038375928448946,2.78,2.33
1622730787.65731,2.8038375928448946,2.8017141555177925,2.78,2.33
1622730787.660982,2.8017141555177925,2.7997798726120897,2.78,2.33
1622730787.664624,2.7997798726120897,2.7980178943744747,2.78,2.33
1622730787.670529,2.7980178943744747,2.796412872016744,2.78,2.33
1622730787.676984,2.796412872016744,2.7949508240108036,2.78,2.33
1622730787.684716,2.7949508240108036,2.793619014294024,2.78,2.33
1622730787.687537,2.793619014294024,2.792405841323983,2.78,2.33
1622730787.69105,2.792405841323983,2.791300737016142,2.78,2.33
1622730787.694453,2.791300737016142,2.7902940746840863,2.78,2.33
1622730787.699981,2.792183838275146,2.7937708904191436,2.81,2.34
1622730787.703275,2.7937708904191436,2.7952165689863486,2.81,2.34
1622730787.709625,2.7952165689863486,2.7965334674433904,2.81,2.34
1622730787.715435,2.7965334674433904,2.7977330574390495,2.81,2.34
1622730787.720591,2.7977330574390495,2.7988257887350674,2.81,2.34
1622730787.726018,2.7988257887350674,2.799821180235177,2.81,2.34
1622730787.730912,2.799821180235177,2.8007279029053356,2.81,2.34
1622730787.733959,2.8007279029053356,2.8015538553074695,2.81,2.34
1622730787.740152,2.8015538553074695,2.802306232404726,2.81,2.34
1622730787.744431,2.802306232404726,2.802991588237597,2.81,2.34
1622730787.748966,2.8285775264291253,2.826922652410531,2.81,2.34
1622730787.753119,2.826922652410531,2.82541519349738,2.81,2.34
1622730787.757523,2.82541519349738,2.8240420180475843,2.81,2.34
1622730787.760428,2.8240420180475843,2.8227911641772248,2.81,2.34
1622730787.766045,2.8227911641772248,2.8216517355592536,2.81,2.34
1622730787.769029,2.8216517355592536,2.8206138065043764,2.81,2.34
1622730787.777415,2.8206138065043764,2.819668335497271,2.81,2.34
1622730787.784578,2.819668335497271,2.8188070864349415,2.81,2.34
1622730787.790487,2.8188070864349415,2.8180225568811124,2.81,2.34
1622730787.792434,2.8180225568811124,2.81730791271167,2.81,2.34
1622730787.797145,2.8435177005454273,2.843204346059833,2.84,2.31
1622730787.800596,2.843204346059833,2.8429189049888044,2.84,2.31
1622730787.806864,2.8429189049888044,2.8426588908234556,2.84,2.31
1622730787.811676,2.8426588908234556,2.8424220385515024,2.84,2.31
1622730787.816895,2.8424220385515024,2.8422062849264864,2.84,2.31
1622730787.820608,2.8422062849264864,2.8420097504946082,2.84,2.31
1622730787.827479,2.8420097504946082,2.841830723222594,2.84,2.31
1622730787.832238,2.841830723222594,2.841667643583986,2.84,2.31
1622730787.839756,2.841667643583986,2.841519090973931,2.84,2.31
1622730787.846342,2.841519090973931,2.841383771334138,2.84,2.31
1622730787.851402,2.8681114335070643,2.865607285222644,2.84,2.31
1622730787.855089,2.865607285222644,2.8633262048450523,2.84,2.31
1622730787.861407,2.8633262048450523,2.8612483216296662,2.84,2.31
1622730787.866919,2.8612483216296662,2.859355534904921,2.84,2.31
1622730787.870621,2.859355534904921,2.8576313563953475,2.84,2.31
1622730787.874767,2.8576313563953475,2.8560607665903732,2.84,2.31
1622730787.880741,2.8560607665903732,2.8546300839076975,2.84,2.31
1622730787.883813,2.8546300839076975,2.8533268455115066,2.84,2.31
1622730787.889512,2.8533268455115066,2.852139698747327,2.84,2.31
1622730787.894511,2.852139698747327,2.85105830224779,2.84,2.31
1622730787.900826,2.8782260711875995,2.8748209175315083,2.88,2.28
1622730787.907088,2.8748209175315083,2.87528226684246,2.88,2.28
1622730787.911797,2.87528226684246,2.8757025194556833,2.88,2.28
1622730787.916143,2.8757025194556833,2.876085336238388,2.88,2.28
1622730787.921948,2.876085336238388,2.876434051950102,2.88,2.28
1622730787.925196,2.876434051950102,2.876751704292137,2.88,2.28
1622730787.931112,2.876751704292137,2.8770410603693395,2.88,2.28
1622730787.935642,2.8770410603693395,2.877304640794648,2.88,2.28
1622730787.940286,2.877304640794648,2.877544741646434,2.88,2.28
1622730787.943842,2.877544741646434,2.8777634544698953,2.88,2.28
1622730787.949225,2.9053041927788823,2.9030501116798177,2.88,2.28
1622730787.953989,2.9030501116798177,2.900996822664719,2.88,2.28
1622730787.95922,2.900996822664719,2.899126439304834,2.88,2.28
1622730787.963095,2.899126439304834,2.8974226684828928,2.88,2.28
1622730787.969931,2.8974226684828928,2.8958706684619586,2.88,2.28
1622730787.977943,2.8958706684619586,2.8944569195974035,2.88,2.28
1622730787.983495,2.8944569195974035,2.893169106565786,2.88,2.28
1622730787.987451,2.893169106565786,2.891996011084697,2.88,2.28
1622730787.995428,2.891996011084697,2.8909274141890573,2.88,2.28
1622730788.000236,2.8909274141890573,2.8952987683407287,2.94,2.25
1622730788.006641,2.8954589515071865,2.8994266392503794,2.94,2.25
1622730788.010865,2.8994266392503794,2.903040887939931,2.94,2.25
1622730788.015947,2.903040887939931,2.90633318169776,2.94,2.25
1622730788.021851,2.90633318169776,2.9093322000606,2.94,2.25
1622730788.02998,2.9093322000606,2.9120640678106344,2.94,2.25
1622730788.035193,2.9120640678106344,2.914552582551375,2.94,2.25
1622730788.039164,2.914552582551375,2.91681942201123,2.94,2.25
1622730788.045061,2.91681942201123,2.9188843328806047,2.94,2.25
1622730788.049199,2.9188843328806047,2.9207653028275176,2.94,2.25
1622730788.056288,2.9207653028275176,2.922478717190172,2.94,2.25
1622730788.061673,2.9550335736671887,2.9536943926646284,2.94,2.25
1622730788.067489,2.9536943926646284,2.952474505038169,2.94,2.25
1622730788.074846,2.952474505038169,2.9513632842111535,2.94,2.25
1622730788.079081,2.9513632842111535,2.9503510502154877,2.94,2.25
1622730788.086631,2.9503510502154877,2.949428985368366,2.94,2.25
1622730788.096391,2.949428985368366,2.953043025067248,2.99,2.2
1622730788.100363,2.953043025067248,2.95633512845116,2.99,2.2
1622730788.105494,2.95633512845116,2.9593339733984694,2.99,2.2
1622730788.110447,2.9828205093516984,2.983460053727315,2.99,2.2
1622730788.113807,2.983460053727315,2.9840426279042895,2.99,2.2
1622730788.11769,2.9840426279042895,2.9845733067510083,2.99,2.2
1622730788.121467,2.9845733067510083,2.985056713069869,2.99,2.2
1622730788.125263,2.985056713069869,2.985497057867027,2.99,2.2
1622730788.131104,2.985497057867027,2.9858981770349375,2.99,2.2
1622730788.137765,2.9858981770349375,2.986263564767242,2.99,2.2
1622730788.141869,2.986263564767242,2.986596403997074,2.99,2.2
1622730788.146344,2.986596403997074,2.9868995941239476,2.99,2.2
1622730788.150771,2.9868995941239476,2.9871757762707447,2.99,2.2
1622730788.157764,3.0156556761189406,3.013370285111657,2.99,2.2
1622730788.161816,3.013370285111657,3.01128847525468,2.99,2.2
1622730788.166569,3.01128847525468,3.0093921116710325,2.99,2.2
1622730788.170422,3.0093921116710325,3.0076646749268305,2.99,2.2
1622730788.176468,3.0076646749268305,3.0060911171286575,2.99,2.2
1622730788.18027,3.0060911171286575,3.0046577308396945,2.99,2.2
1622730788.183408,3.0046577308396945,3.0033520296727128,2.99,2.2
1622730788.19497,3.0033520296727128,3.0057258136052045,3.03,2.15
1622730788.199426,3.0057258136052045,3.007888142402879,3.03,2.15
1622730788.204853,3.007888142402879,3.0098578523521518,3.03,2.15
1622730788.208061,3.03855885329602,3.0377964361893848,3.03,2.15
1622730788.21297,3.0377964361893848,3.037101934704666,3.03,2.15
1622730788.217883,3.037101934704666,3.0364692989622633,3.03,2.15
1622730788.224379,3.0364692989622633,3.035893018001932,3.03,2.15
1622730788.230221,3.035893018001932,3.0353680717761953,3.03,2.15
1622730788.235304,3.0353680717761953,3.034889887420153,3.03,2.15
1622730788.242556,3.034889887420153,3.0344542994167485,3.03,2.15
1622730788.246107,3.0344542994167485,3.0340575133104855,3.03,2.15
1622730788.252441,3.0340575133104855,3.033696072653505,3.03,2.15
1622730788.257366,3.033696072653505,3.0333668288960838,3.03,2.15
1622730788.267276,3.0601934925329957,3.057503875779437,3.03,2.15
1622730788.27315,3.057503875779437,3.0550538483437792,3.03,2.15
1622730788.277181,3.0550538483437792,3.0528220677648052,3.03,2.15
1622730788.282021,3.0528220677648052,3.050789092753915,3.03,2.15
1622730788.286465,3.050789092753915,3.048937213839904,3.03,2.15
1622730788.292452,3.048937213839904,3.047250299099787,3.03,2.15
1622730788.298442,3.047250299099787,3.0501676212386224,3.08,2.12
1622730788.303903,3.0501676212386224,3.0528250702113584,3.08,2.12
1622730788.307921,3.0528250702113584,3.0552457953512686,3.08,2.12
1622730788.312285,3.0552457953512686,3.057450883864017,3.08,2.12
1622730788.316207,3.0566961697465764,3.0587720598478363,3.08,2.12
1622730788.319281,3.0587720598478363,3.0606630310037706,3.08,2.12
1622730788.325133,3.0606630310037706,3.0623855556742265,3.08,2.12
1622730788.329688,3.0623855556742265,3.0639546389630006,3.08,2.12
1622730788.334699,3.0639546389630006,3.065383949328963,3.08,2.12
1622730788.338042,3.065383949328963,3.0666859376535243,3.08,2.12
1622730788.343667,3.0666859376535243,3.0678719457016457,3.08,2.12
1622730788.348788,3.0678719457016457,3.068952304921212,3.08,2.12
1622730788.354341,3.068952304921212,3.0699364264414255,3.08,2.12
1622730788.358598,3.0699364264414255,3.0708328830541953,3.08,2.12
1622730788.364021,3.1011078638052516,3.099227588972507,3.08,2.12
1622730788.368158,3.099227588972507,3.0975148078037016,3.08,2.12
1622730788.374304,3.0975148078037016,3.0959546000717637,3.08,2.12
1622730788.378764,3.0959546000717637,3.0945333746337838,3.08,2.12
1622730788.395621,3.0945333746337838,3.0976927186438528,3.13,2.07
1622730788.400369,3.0976927186438528,3.10057063033633,3.13,2.07
1622730788.404498,3.10057063033633,3.1031921795197372,3.13,2.07
1622730788.410458,3.1031921795197372,3.105580202800294,3.13,2.07
1622730788.415084,3.105580202800294,3.107755502514134,3.13,2.07
1622730788.419074,3.107755502514134,3.1097370279387633,3.13,2.07
1622730788.423527,3.1381437578546025,3.137418317180963,3.13,2.07
1622730788.430827,3.137418317180963,3.1367574982925444,3.13,2.07
1622730788.438448,3.1367574982925444,3.136155544722585,3.13,2.07
1622730788.444755,3.136155544722585,3.1356072127866534,3.13,2.07
1622730788.448453,3.1356072127866534,3.13510772590433,3.13,2.07
1622730788.452345,3.13510772590433,3.1346527329898843,3.13,2.07
1622730788.458571,3.1346527329898843,3.134238270549484,3.13,2.07
1622730788.463269,3.134238270549484,3.133860728154759,3.13,2.07
1622730788.468604,3.133860728154759,3.13351681699196,3.13,2.07
1622730788.475587,3.13351681699196,3.1332035412127355,3.13,2.07
1622730788.480807,3.1627240899956086,3.159809049259563,3.13,2.07
1622730788.489696,3.159809049259563,3.157153678463734,3.13,2.07
1622730788.49746,3.157153678463734,3.16186119454895,3.21,2.02
1622730788.500659,3.16186119454895,3.166149368151125,3.21,2.02
1622730788.50626,3.166149368151125,3.170055554026972,3.21,2.02
1622730788.511061,3.170055554026972,3.1736137793956765,3.21,2.02
1622730788.515943,3.1736137793956765,3.176855040353783,3.21,2.02
1622730788.52082,3.176855040353783,3.1798075718856387,3.21,2.02
1622730788.52684,3.1798075718856387,3.1824970938214756,3.21,2.02
1622730788.532105,3.1824970938214756,3.1849470348857127,3.21,2.02
1622730788.536271,3.21455479896965,3.2141490604283245,3.21,2.02
1622730788.539197,3.2141490604283245,3.2137794648133964,3.21,2.02
1622730788.544492,3.2137794648133964,3.213442792536399,3.21,2.02
1622730788.548501,3.213442792536399,3.213136110807718,3.21,2.02
1622730788.553257,3.213136110807718,3.21285674808874,3.21,2.02
1622730788.559195,3.21285674808874,3.21260227081978,3.21,2.02
1622730788.56805,3.21260227081978,3.212370462221072,3.21,2.02
1622730788.575125,3.212370462221072,3.2121593029821565,3.21,2.02
