seq,secs,nsecs,pos_x,pos_y,pos_z,ori_x,ori_y,ori_z,ori_w,time
17537,1614000097,47700052,1.83922541142,0.340957731009,0,0,0,-0.29316839791,0.956060819439,1614000097.0477
17538,1614000097,107700052,1.86471307278,0.323781639338,0,0,0,-0.291905853274,0.95644705699,1614000097.1077
17539,1614000097,167700052,1.88951277733,0.307089060545,0,0,0,-0.291590237297,0.956543325476,1614000097.1677
17540,1614000097,227700052,1.91373991966,0.291164755821,0,0,0,-0.283054602394,0.959103796293,1614000097.2277
17541,1614000097,287700052,1.93853735924,0.275817662477,0,0,0,-0.268461495998,0.963290415797,1614000097.2877
17542,1614000097,347700052,1.96385324001,0.261382550001,0,0,0,-0.249653786235,0.968335162544,1614000097.3477
17543,1614000097,407700052,1.98921585083,0.24836204946,0,0,0,-0.227217329763,0.973844076357,1614000097.4077
17544,1614000097,467700052,2.01582884789,0.236295029521,0,0,0,-0.203204837383,0.979136248979,1614000097.4677
17545,1614000097,527700052,2.04331827164,0.225480735302,0,0,0,-0.177609020228,0.984101130948,1614000097.5277
17546,1614000097,587700052,2.0716714859,0.215974450111,0,0,0,-0.152381675285,0.988321721423,1614000097.5877
17547,1614000097,647700052,2.10004281998,0.208119288087,0,0,0,-0.12558124677,0.992083338465,1614000097.6477
17548,1614000097,707700052,2.12883877754,0.201798021793,0,0,0,-0.0988526862256,0.995102078395,1614000097.7077
17549,1614000097,767700052,2.15822410583,0.196945428848,0,0,0,-0.0732055373009,0.997316875075,1614000097.7677
17550,1614000097,827700052,2.18719553947,0.19367530942,0,0,0,-0.047509534076,0.998870784522,1614000097.8277
17551,1614000097,887700052,2.21679615974,0.191897839308,0,0,0,-0.0212864983515,0.999773416824,1614000097.8877
17552,1614000097,947700052,2.24650502205,0.191712960601,0,0,0,0.00594114882035,0.99998235122,1614000097.9477
17553,1614000098,7700052,2.27607250214,0.193065926433,0,0,0,0.0311844540604,0.999513646643,1614000098.0077
17554,1614000098,67700052,2.30582523346,0.195614561439,0,0,0,0.0466847956028,0.998909670521,1614000098.0677
17555,1614000098,127700052,2.33587121964,0.198676690459,0,0,0,0.0524531952445,0.998623383618,1614000098.1277
17556,1614000098,187700052,2.3664624691,0.202090203762,0,0,0,0.0569027509799,0.998379725821,1614000098.1877
17557,1614000098,247700052,2.39653158188,0.205632671714,0,0,0,0.0593738326603,0.998235817828,1614000098.2477
17558,1614000098,307700052,2.42640280724,0.209272161126,0,0,0,0.0613505000197,0.99811628388,1614000098.3077
17559,1614000098,367700052,2.45646691322,0.213042289019,0,0,0,0.0628325874708,0.998024080848,1614000098.3677
17560,1614000098,427700052,2.48645663261,0.216893702745,0,0,0,0.0636555743072,0.997971927391,1614000098.4277
17561,1614000098,487700052,2.51671981812,0.220379084349,0,0,0,0.0527834088308,0.998605984236,1614000098.4877
17562,1614000098,547700052,2.54619693756,0.222889527678,0,0,0,0.0374512426932,0.999298456128,1614000098.5477
17563,1614000098,607700052,2.57592988014,0.224411472678,0,0,0,0.0189766966242,0.999819926279,1614000098.6077
17564,1614000098,667700052,2.60614705086,0.224667310715,0,0,0,-0.00362988229923,0.999993411956,1614000098.6677
17565,1614000098,728325891,2.63644361496,0.223494723439,0,0,0,-0.0272249035791,0.999629333616,1614000098.72833
17566,1614000098,788325891,2.66656184196,0.220837786794,0,0,0,-0.052288424836,0.998632024636,1614000098.78833
17567,1614000098,848325891,2.69652867317,0.216998919845,0,0,0,-0.0676086155354,0.997711919897,1614000098.84833
17568,1614000098,908325891,2.72733926773,0.212561845779,0,0,0,-0.0732051954938,0.997316900164,1614000098.90833
17569,1614000098,968325891,2.75783777237,0.207882419229,0,0,0,-0.077154549159,0.997019145024,1614000098.96833
17570,1614000099,28325891,2.78812336922,0.203054219484,0,0,0,-0.0797863275524,0.996811989262,1614000099.02833
17571,1614000099,88325891,2.81834721565,0.198065251112,0,0,0,-0.0825833393596,0.996584162056,1614000099.08833
17572,1614000099,148325891,2.84845042229,0.192966669798,0,0,0,-0.0843912663115,0.99643269425,1614000099.14833
17573,1614000099,208325891,2.87803912163,0.187921851873,0,0,0,-0.0842268606371,0.996446604664,1614000099.20833
17574,1614000099,268325891,2.90768289566,0.182854115963,0,0,0,-0.0848865184708,0.9963906257,1614000099.26833
17575,1614000099,328325891,2.9371740818,0.177735880017,0,0,0,-0.0862016396712,0.996277710941,1614000099.32833
17576,1614000099,388325891,2.96649193764,0.172584176064,0,0,0,-0.0871872030035,0.996191945175,1614000099.38833
17577,1614000099,448325891,2.99658370018,0.167211428285,0,0,0,-0.0888314292152,0.996046674199,1614000099.44833
17578,1614000099,508325891,3.02640533447,0.161839440465,0,0,0,-0.0891594307418,0.996017367273,1614000099.50833
17579,1614000099,568325891,3.0564160347,0.15643003583,0,0,0,-0.0893244482412,0.996002581797,1614000099.56833
17580,1614000099,628325891,3.08592128754,0.15107139945,0,0,0,-0.0896531104937,0.995973051733,1614000099.62833
17581,1614000099,688325891,3.11546015739,0.145700067282,0,0,0,-0.0898167626987,0.995958306928,1614000099.68833
17582,1614000099,748325891,3.14507627487,0.140314564109,0,0,0,-0.0899817704041,0.995943412547,1614000099.74833
17583,1614000099,808325891,3.17484855652,0.134870320559,0,0,0,-0.090474730756,0.995898751427,1614000099.80833
17584,1614000099,868325891,3.2037923336,0.129577517509,0,0,0,-0.0901460929769,0.995928552619,1614000099.86833
17585,1614000099,928325891,3.2338719368,0.12406668067,0,0,0,-0.0906390533733,0.99588380949,1614000099.92833
17586,1614000099,988325891,3.26383590698,0.118515819311,0,0,0,-0.0916249000031,0.995793591915,1614000099.98833
17587,1614000100,48325891,3.29356861115,0.113021418452,0,0,0,-0.0908026834814,0.995868903357,1614000100.04833
17588,1614000100,108325891,3.32313728333,0.107573993504,0,0,0,-0.0911319841424,0.995838823036,1614000100.10833
17589,1614000100,168325891,3.35300588608,0.102064557374,0,0,0,-0.0911313089609,0.995838884824,1614000100.16833
17590,1614000100,228325891,3.38233137131,0.0966385155916,0,0,0,-0.0911319841424,0.995838823036,1614000100.22833
17591,1614000100,288325891,3.41200351715,0.091165214777,0,0,0,-0.0909676763609,0.995853845631,1614000100.28833
17592,1614000100,348325891,3.44129729271,0.0857618227601,0,0,0,-0.0911326667435,0.995838760569,1614000100.34833
17593,1614000100,408325891,3.4708211422,0.0803090780973,0,0,0,-0.0912962968625,0.995823772652,1614000100.40833
17594,1614000100,468325891,3.5010061264,0.07470010221,0,0,0,-0.0919535005855,0.99576330206,1614000100.46833
17595,1614000100,528325891,3.5304312706,0.0692256614566,0,0,0,-0.0914605996777,0.995808695838,1614000100.52833
17596,1614000100,588325891,3.56032848358,0.0637177303433,0,0,0,-0.0909683589723,0.995853783276,1614000100.58833
17597,1614000100,648325891,3.59005498886,0.0582174882293,0,0,0,-0.0916249000031,0.995793591915,1614000100.64833
17598,1614000100,708325891,3.61960887909,0.0527324676514,0,0,0,-0.0916249000031,0.995793591915,1614000100.70833
