time,speed,distance,x,y,uwb_x,uwb_y,time_in_sec
2021-03-18 12:22:24,0.1,2.0,1.12,2.44,1.12,2.44,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.12,2.44,1.12,2.44,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.12,2.44,1.12,2.44,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.12,2.44,1.12,2.44,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.12,2.44,1.12,2.44,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.12,2.44,1.12,2.44,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.12,2.44,1.12,2.44,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.12,2.44,1.12,2.44,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.12,2.44,1.12,2.44,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.12,2.44,1.12,2.44,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.12,2.44,1.12,2.44,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.12,2.44,1.12,2.44,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.12,2.44,1.12,2.44,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.12,2.44,1.12,2.44,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.12,2.44,1.12,2.44,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.12,2.44,1.12,2.44,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.12,2.44,1.12,2.44,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.12,2.44,1.12,2.44,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.12,2.44,1.12,2.44,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.12,2.44,1.12,2.44,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.12,2.44,1.12,2.44,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.12,2.44,1.12,2.44,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.12,2.44,1.12,2.44,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.12,2.44,1.12,2.44,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.12,2.44,1.12,2.44,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.12,2.44,1.12,2.44,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.1200784806907178,2.4400004917383193,1.12,2.44,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.1200784806907178,2.4400004917383193,1.12,2.44,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.1200784806907178,2.4400004917383193,1.12,2.44,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.1200784806907178,2.4400004917383193,1.12,2.44,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.1222533611627297,2.4400165924429893,1.12,2.44,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.1222533611627297,2.4400165924429893,1.12,2.44,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.1222533611627297,2.4400165924429893,1.12,2.44,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.1222533611627297,2.4400165924429893,1.12,2.45,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.1257623146567495,2.440052895396948,1.12,2.45,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.1257623146567495,2.440052895396948,1.12,2.45,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.1257623146567495,2.440052895396948,1.13,2.46,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.1308354890253396,2.440100204721093,1.13,2.46,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.1308354890253396,2.440100204721093,1.13,2.46,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.1365214340668173,2.4401552626490592,1.13,2.46,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.1365214340668173,2.4401552626490592,1.13,2.46,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.1426782362442465,2.4402162251621484,1.13,2.46,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.1426782362442465,2.4402162251621484,1.13,2.46,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.1426782362442465,2.4402162251621484,1.13,2.46,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.1426782362442465,2.4402162251621484,1.13,2.46,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.1490425464045257,2.440276455655694,1.14,2.47,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.1550499718915672,2.440329988077283,1.14,2.47,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.1611079532932491,2.4403793332725763,1.15,2.48,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.167229391289875,2.440427832826972,1.17,2.47,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.1794292811583729,2.4405217641592025,1.18,2.47,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.1912873011361809,2.440611139461398,1.19,2.48,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.1972517963778229,2.4406557554006576,1.22,2.46,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.2090238254796715,2.4407431600242853,1.24,2.46,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.2148034345638008,2.4407819198071956,1.26,2.48,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.2205755334626884,2.4408187741041183,1.26,2.48,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.2263046276103706,2.440854067504406,1.26,2.48,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.2320262190233917,2.4408899606764316,1.28,2.48,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.2378843199741096,2.440924102962017,1.29,2.49,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.2436489235889168,2.440958351418376,1.29,2.49,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.2436489235889168,2.440958351418376,1.29,2.49,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.2495425340067596,2.440991428270936,1.29,2.5,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.255507096303627,2.4410235868394374,1.29,2.5,1616066544.732524
2021-03-18 12:22:24,0.1,2.0,1.255507096303627,2.4410235868394374,1.29,2.51,1616066544.732524
