time,la_x,la_y,uwb_x,uwb_y,vel_linear_x,vel_angular_z,mpu_ang_vel_z,mpu_linear_acc_x,mpu_linear_acc_y,odom_linear_x,odom_angular_z,cmd_linear_x,cmd_linear_y,odom_yaw,cmd_angular_z,var_x,var_y,var_xvel,var_yvel,vel_linear_y,odom_linear_y
1626109838.297299,1.1482808685149691e-14,1.4078389089297075e-10,0.0,0.0,2.6517554374549945e-07,-2.4667492652952205e-06,1.3414634466171265,-0.00244140625,0.0185546875,-1.1420887333539167e-14,0.001527792374424343,,,-2.3622093348814843,,0.0028114547589808856,0.0028114547589808856,0.06329009383580507,0.06329009383580507,0.0,1.8401665666775645e-10
1626109838.357299,1.1423388872076242e-14,1.3609533943621197e-10,5.59,4.87,2.6844932676794997e-07,-2.4972030132630607e-06,1.3414634466171265,-0.0068359375,0.0029296875,-1.1138041356974776e-14,0.0016967192228522512,,,-2.3622027083725863,,0.0028113331349981143,0.0028113331349981143,0.06330548660102896,0.06330548660102896,0.0,1.7972605758882733e-10
1626109838.417299,1.065975040560586e-14,1.3151526160768167e-10,5.58,4.87,2.6198065938842774e-07,-2.437029479551711e-06,1.3414634466171265,-0.0068359375,0.0029296875,-1.0606462269409701e-14,0.001666766601748336,,,-2.362203236193592,,0.0028113390057681147,0.0028113390057681147,0.06329863619273723,0.06329863619273723,0.0,1.7541787996250878e-10
1626109838.483299,1.0082878304050642e-14,1.2704369729915648e-10,5.58,4.87,2.6517554374549945e-07,-2.4667492652952205e-06,1.402438998222351,-0.0029296875,0.005859375,-1.0054119003205322e-14,0.0016227510130822752,,,-2.3621956087264095,,0.0031511703541216973,0.0031511703541216973,0.06374216114840787,0.06374216114840787,0.0,1.7191296851275728e-10
1626109838.537299,9.8775015666684e-15,1.2268032953251165e-10,5.59,4.87,2.6517554374549945e-07,-2.4667492652952205e-06,1.402438998222351,-0.0029296875,0.005859375,-1.0003524829235732e-14,0.0015309838890823647,,,-2.362208914268779,,0.002811441944710771,0.002811441944710771,0.06331014259278255,0.06331014259278255,0.0,1.6690366415305898e-10
1626109838.597299,9.814399535156342e-15,1.1842449026628214e-10,5.59,4.87,2.6517554374549945e-07,-2.4667492652952205e-06,1.2804877758026123,-0.0009765625,0.0185546875,-9.929741505277449e-15,0.001433903401901405,,,-2.362213271915164,,0.0028113963516988327,0.0028113963516988327,0.06332150503657807,0.06332150503657807,0.0,1.626974880029727e-10
1626109838.691299,9.67173656579181e-15,1.1427531839950775e-10,5.59,4.87,2.6517554374549945e-07,-2.4667492652952205e-06,1.3414634466171265,-0.00244140625,0.015625,-9.421261363827576e-15,0.0016992109301691622,,,-2.3621473498181267,,0.004798556709910296,0.004798556709910296,0.06582939852371295,0.06582939852371295,0.0,1.6241413033504134e-10
1626109838.717299,9.314938479272133e-15,1.1023186310753179e-10,5.59,4.87,2.6517554374549945e-07,-2.4667492652952205e-06,1.3414634466171265,-0.00244140625,0.015625,-9.473540235286688e-15,0.001650724754496351,,,-2.3622052421480437,,0.0028114179443416024,0.0028114179443416024,0.06332151403253357,0.06332151403253357,0.0,1.543645208403377e-10
1626109838.795299,9.37564159719637e-15,1.0629384024553989e-10,5.59,4.87,2.6517554374549945e-07,-2.4667492652952205e-06,1.3414634466171265,-0.009765625,-0.0029296875,-9.290789744686161e-15,0.001742155024180146,,,-2.362171266767144,,0.003844800498431476,0.003844800498431476,0.06463761754009295,0.06463761754009295,0.0,1.5217861633596692e-10
1626109838.8372989,9.076031651758275e-15,1.0246009095951779e-10,5.59,4.87,2.6517554374549945e-07,-2.4667492652952205e-06,1.3414634466171265,-0.009765625,-0.0029296875,-9.494348995340115e-15,0.0016641821227984263,,,-2.3622038817680004,,0.0028115735756312483,0.0028115735756312483,0.06331208218337855,0.06331208218337855,0.0,1.4619416810034057e-10
