time,la_x,la_y,uwb_x,uwb_y,vel_linear_x,vel_angular_z,mpu_ang_vel_z,mpu_linear_acc_x,mpu_linear_acc_y,odom_linear_x,odom_angular_z,odom_filtered_linear_x,odom_filtered_angular_z,odom_yaw,odom_filtered_yaw,cmd_linear_x,cmd_angular_z,var_x,var_y,var_xvel,var_yvel,vel_linear_y,odom_linear_y,odom_filtered_linear_y,cmd_linear_y
1626093724.207733,-6.248984453810852e-15,2.568268194100203e-16,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
1626093724.273733,-2.906175135807918e-14,2.620476550437244e-16,5.72,4.89,1.087076678674137e-10,1.0112340964596456e-09,1.2195122241973877,-0.0009765625,0.0126953125,4.864569961285598e-11,0.0015604345325632375,4.870147812255677e-11,0.0013715118212261502,7.494278030422331e-05,0.0012985583521267748,,,1.3844953426167803,1.3844953426167805,0.010467775673881012,0.010467775673881014,0.0,-6.054082566527457e-15,-6.111896670358396e-15,
1626093724.3277328,-2.640492319633382e-14,2.6619731763140895e-16,5.7,4.9,1.0879065009961053e-10,1.0120060345286674e-09,1.2804877758026123,-0.005859375,0.00732421875,4.865999029212961e-11,0.001586302568643635,4.864739987622559e-11,0.0014786405722747142,7.689014117092708e-05,0.0013162441987955155,,,1.3852306137579564,1.3852306137579566,0.010296334300644349,0.010296334300644349,0.0,-6.117112034706645e-15,-6.04892110908797e-15,
1626093724.387733,-2.336013708744522e-14,2.706092742687264e-16,5.71,4.91,1.0879065009961053e-10,1.0120060345286674e-09,1.2804877758026123,-0.013671875,0.00439453125,4.869426306832048e-11,0.001097531030317279,4.8611286960024384e-11,0.001143277389958147,5.5330998118949146e-05,0.0013002829910258758,,,1.3861899640477064,1.3861899640477067,0.010260405215894466,0.010260405215894466,0.0,-6.177336682953129e-15,-6.090692831264144e-15,
1626093724.447733,-2.2470765863159014e-14,2.7535373357184883e-16,5.73,4.94,1.087076678674137e-10,1.0112340964596456e-09,1.2195122241973877,-0.01123046875,0.00341796875,4.871247270063417e-11,0.0016373448650208692,4.863956588927042e-11,0.0013112771019047936,7.5643105819932e-05,0.0012609327170415856,,,1.3867084554654105,1.3867084554654108,0.009785473528401634,0.009785473528401634,0.0,-6.051691704561688e-15,-6.086671373119628e-15,
1626093724.509168,-2.8256301709197403e-14,2.7870021246615923e-16,5.71,4.93,1.087076678674137e-10,1.0112340964596456e-09,1.2804877758026123,-0.0029296875,0.0048828125,4.871218362572016e-11,0.0015422102699299218,4.8682635108051776e-11,0.0015028985491016653,7.477098239794086e-05,0.0012620881872710116,,,1.3874499521636507,1.387449952163651,0.009435091894204535,0.009435091894204531,0.0,-6.093442265742673e-15,-6.0639857203417765e-15,
1626093724.5691679,-3.833153214432694e-14,2.848094017483712e-16,5.74,4.9,1.087076678674137e-10,1.0112340964596456e-09,1.2195122241973877,-0.00244140625,0.0087890625,4.873165377038982e-11,0.0016458482503201944,4.8702158999685946e-11,0.0015650523691761037,8.072257311045176e-05,0.0013330170738312694,,,1.3891532619062776,1.3891532619062779,0.00895379121965505,0.00895379121965505,0.0,-6.36443653264938e-15,-6.231069373307028e-15,
1626093724.629168,-4.521740968352266e-14,2.869882599233197e-16,5.74,4.91,1.087076678674137e-10,1.0112340964596456e-09,1.2804877758026123,-0.01953125,0.00439453125,4.8741001626154974e-11,0.0016368163396782748,4.871384218633196e-11,0.0014736250692655665,7.822242087038525e-05,0.0013663213475068891,,,1.3902720808285882,1.3902720808285884,0.009527493774863227,0.009527493774863227,0.0,-6.458751460883022e-15,-6.364630252299647e-15,
1626093724.689168,-4.832415741131715e-14,2.846157753456159e-16,5.73,4.9,1.0879065009961053e-10,1.0120060345286674e-09,1.3414634466171265,-0.0107421875,0.00927734375,4.876229615475624e-11,0.001495561876485191,4.8692680614933865e-11,0.0014395305766135708,7.374466152502863e-05,0.001419113713659212,0.5,0.0,1.3913831748167897,1.39138317481679,0.010542132138996881,0.010542132138996877,0.0,-6.5514824239455116e-15,-6.470765332221981e-15,0.0
1626093724.749168,-5.1461922461636495e-14,2.8022991810594175e-16,5.74,4.9,0.21185706555843353,5.162391403246147e-07,0.7317073345184326,0.14794921875,-0.15771484375,0.09307880582109104,-0.0019279563227536493,0.03230037058380615,-0.0004025908251759937,0.006185042958614821,0.002041766856871264,0.5,0.0,1.3921184860006202,1.3921184868873189,0.010303806033495164,0.01030380860972477,0.0,2.9147637194201473e-05,7.031788735854427e-06,0.0
