time,la_x,la_y,uwb_x,uwb_y,vel_linear_x,vel_angular_z,mpu_ang_vel_z,mpu_linear_acc_x,mpu_linear_acc_y,odom_linear_x,odom_angular_z,cmd_linear_x,cmd_linear_y,odom_yaw,cmd_angular_z,var_x,var_y,var_xvel,var_yvel,vel_linear_y,odom_linear_y
1626108408.669199,5.817113244075704e-10,2.602347993135714e-06,0.0,0.0,9.835094942900469e-07,9.148925528279506e-06,1.4634146690368652,-0.00537109375,0.00341796875,-5.954980482714275e-10,0.0019169644477541347,,,-1.7287486539898893,,0.0028114467081144716,0.0028114467081080206,0.06329453024207744,0.06329453024465542,0.0,7.742726985315595e-06
1626108408.747199,5.707456878292796e-10,2.403076688725379e-06,5.64,4.86,9.805110039451392e-07,9.121032235270832e-06,1.3414634466171265,-0.00634765625,0.0009765625,-5.577218063005294e-10,0.0016383324242828408,,,-1.72872543735156,,0.0038445726401574723,0.0038445726401467656,0.06461812514207012,0.06461812514445184,0.0,7.400464949626895e-06
1626108408.7891989,5.546601982136082e-10,2.2136922047671003e-06,5.64,4.86,9.835094942900469e-07,9.148925528279506e-06,1.3414634466171265,-0.00634765625,0.0009765625,-5.431575611639785e-10,0.0015653422362394125,,,-1.7287598370180635,,0.002811474633544768,0.0028114746335394306,0.06329705692503935,0.06329705692717841,0.0,6.985483414418787e-06
1626108408.849199,5.416492651286855e-10,2.03382908431703e-06,5.65,4.87,9.805110039451392e-07,9.121032235270832e-06,1.402438998222351,-0.01318359375,0.01513671875,-5.153134750761494e-10,0.001466293034406246,,,-1.7287651461867155,,0.0028114885075312596,0.0028114885075264,0.06330433723091689,0.06330433723286999,0.0,6.62919388002831e-06
1626108408.851199,5.133466894105408e-10,2.033829084175755e-06,5.65,4.87,9.805110039451392e-07,9.121032235270832e-06,1.402438998222351,-0.01318359375,0.01513671875,-5.204762956814179e-10,0.0018573030226624334,,,-1.7287496569598102,,0.002924202760986683,0.0029242027609814353,0.06344930571521373,0.06344930571717021,0.0,6.633261242935506e-06
1626108408.909199,5.187979629407451e-10,1.8631079395357103e-06,5.65,4.87,9.805110039451392e-07,9.121032235270832e-06,1.3414634466171265,-0.0107421875,0.00927734375,-4.954651744014863e-10,0.0017446124959315176,,,-1.7287549010436516,,0.0028113982917027046,0.002811398291698264,0.0633139729680478,0.0633139729698342,0.0,6.287094760115083e-06
1626108408.969199,4.712543498805436e-10,1.7011598754392865e-06,5.65,4.87,9.805110039451392e-07,9.121032235270832e-06,1.3414634466171265,-0.0107421875,0.00927734375,-4.73099418932504e-10,0.0016947357280638969,,,-1.7287560644924753,,0.0028113791937025593,0.0028113791936984897,0.06330739011330953,0.06330739011494604,0.0,5.957797569118077e-06
1626108409.029199,4.717356247884452e-10,1.5476484209789567e-06,5.65,4.88,9.805110039451392e-07,9.121032235270832e-06,1.3414634466171265,-0.0107421875,0.00927734375,-4.4894812474299577e-10,0.0015878250048054696,,,-1.7287603015464217,,0.0028114586287461044,0.0028114586287423856,0.06331455360143745,0.06331455360293992,0.0,5.642403111609669e-06
1626108409.089199,4.3669306765365297e-10,1.4022343676983962e-06,5.65,4.88,9.805110039451392e-07,9.121032235270832e-06,1.2804877758026123,-0.0146484375,0.0087890625,-4.3215800559423186e-10,0.0017592930184446279,,,-1.7287540559912322,,0.002811499668812158,0.00281149966880874,0.06329923476877891,0.06329923477016067,0.0,5.338811624038503e-06
1626108409.149199,4.305320270858908e-10,1.264602259764069e-06,5.64,4.87,9.835094942900469e-07,9.148925528279506e-06,1.2804877758026123,-0.0146484375,0.0087890625,-4.1114458576197427e-10,0.0016478093917691257,,,-1.7287578540565964,,0.00281154555043695,0.0028115455504338126,0.06330346845476062,0.06330346845603452,0.0,5.048528424655914e-06
1626108409.163199,4.097093437183269e-10,1.2646022596588158e-06,5.64,4.87,9.805110039451392e-07,9.121032235270832e-06,1.2195122241973877,0.00634765625,0.005859375,-4.099310720044448e-10,0.0020042501808991025,,,-1.728718954458713,,0.0036115182439573237,0.003611518243952215,0.06432284405753712,0.06432284405882935,0.0,5.066232778775531e-06
1626108409.247199,3.9781567615687655e-10,1.134426028613573e-06,5.64,4.87,9.805110039451392e-07,9.121032235270832e-06,1.3414634466171265,-0.00927734375,0.005859375,-3.835142247740416e-10,0.0018976224721548455,,,-1.7286739797942943,,0.005043131913381656,0.005043131913372797,0.06608763105352711,0.06608763105475224,0.0,4.812902122961406e-06
1626108409.269199,3.804463405244106e-10,1.0113993517179985e-06,5.64,4.87,9.835094942900469e-07,9.148925528279506e-06,1.3414634466171265,-0.00927734375,0.005859375,-3.8377853631576113e-10,0.0018514100240452967,,,-1.7287482991269412,,0.002811576416936084,0.0028115764169334098,0.06327776656961426,0.06327776657070384,0.0,4.502328072869704e-06
1626108409.329199,3.8182752026360347e-10,8.952301286468972e-07,5.64,4.87,9.805110039451392e-07,9.121032235270832e-06,1.2804877758026123,-0.00732421875,0.0,-3.665334325966462e-10,0.001734884392754972,,,-1.7287530343029651,,0.002811569965977293,0.0028115699659748217,0.0632825300358544,0.06328253003686593,0.0,4.2469949996300954e-06
1626108409.389199,3.5754600325441793e-10,7.856195383007205e-07,5.64,4.86,9.835094942900469e-07,9.148925528279506e-06,1.2804877758026123,-0.00732421875,0.0,-3.505720168800895e-10,0.0017060253825065467,,,-1.7287543007815462,,0.0028115372753434818,0.002811537275341187,0.06327078792144743,0.06327078792238848,0.0,4.001981889481174e-06
1626108409.449199,3.498597752531992e-10,6.822912854152947e-07,5.64,4.86,9.805110039451392e-07,9.121032235270832e-06,1.2804877758026123,-0.00830078125,0.0166015625,-3.318883946860842e-10,0.0015978592393934067,,,-1.7287592710740192,,0.0028115043876746158,0.002811504387672484,0.06327868501318297,0.06327868501406082,0.0,3.7681390852130997e-06
