x,y,z,q
8709,11439,6152,57
8717,11431,6169,56
8700,11438,6111,58
8700,11438,6111,0
8666,11438,4065,58
8647,11427,4515,58
8647,11416,4895,57
8675,11429,5264,54
8698,11419,5517,56
8724,11413,5731,55
8724,11411,5854,56
8706,11402,5897,58
8705,11418,5969,56
8719,11436,6048,55
8660,11463,5958,58
8683,11438,6023,56
8678,11419,6036,57
8705,11412,6137,54
8758,11397,6260,53
8797,11409,6355,53
8801,11432,6377,54
8834,11415,6449,53
8837,11418,6440,55
8837,11418,6440,0
8767,11424,4320,58
