time,la_x,la_y,uwb_x,uwb_y,vel_linear_x,vel_angular_z,mpu_ang_vel_z,mpu_linear_acc_x,mpu_linear_acc_y,odom_linear_x,odom_angular_z,odom_filtered_linear_x,odom_filtered_angular_z,odom_yaw,odom_filtered_yaw,cmd_linear_x,cmd_angular_z,var_x,var_xvel,var_y,var_yvel,cov_x_xvel,cov_y_yvel
1625155245.213001,0.0,0.0,0.0,0.0,,,1.1585365533828735,-0.009765625,0.0029296875,0.0,0.0017422278897341193,0.0,0.0016590851500974143,8.385972702421531e-05,0.0016573572734105682,,,6.602217392584876,4.8515101606466005e-08,6.60221739258488,4.8515101606466005e-08,0.0,0.0
1625155245.213001,0.0,0.0,0.0,0.0,,,1.1585365533828735,-0.009765625,0.0029296875,0.0,0.0017422278897341193,0.0,0.0016590851500974143,8.385972702421531e-05,0.0016573572734105682,,,6.602217392584876,4.8515101606466005e-08,6.60221739258488,4.8515101606466005e-08,0.0,0.0
1625155245.213001,0.0,0.0,5.72,4.81,0.0,0.0,1.1585365533828735,-0.009765625,0.0029296875,0.0,0.0017422278897341193,0.0,0.0016590851500974143,8.385972702421531e-05,0.0016573572734105682,,,6.602217392584876,4.8515101606466005e-08,6.60221739258488,4.8515101606466005e-08,0.0,0.0
1625155245.213001,0.0,0.0,5.72,4.81,0.0,0.0,1.1585365533828735,-0.009765625,0.0029296875,0.0,0.0017422278897341193,0.0,0.0016590851500974143,8.385972702421531e-05,0.0016573572734105682,,,6.602217392584876,4.8515101606466005e-08,6.60221739258488,4.8515101606466005e-08,0.0,0.0
1625155245.213001,0.0,0.0,5.72,4.81,0.0,0.0,1.2804877758026123,-0.01416015625,0.00390625,0.0,0.0017422278897341193,0.0,0.0016590851500974143,8.385972702421531e-05,0.0016573572734105682,,,6.602217392584876,4.8515101606466005e-08,6.60221739258488,4.8515101606466005e-08,0.0,0.0
1625155245.287001,0.0,0.0,5.72,4.81,0.0,0.0,1.2804877758026123,-0.01416015625,0.00390625,0.0,0.001908737445761012,0.0,0.0017280710666278828,0.00011481242793091736,0.0017118377090634559,,,6.602522780786827,5.145744238855222e-08,6.60252278078683,5.145744238855223e-08,0.0,0.0
1625155245.287001,0.0,0.0,5.72,4.81,0.0,0.0,1.2804877758026123,-0.01416015625,0.00390625,0.0,0.001908737445761012,0.0,0.0017280710666278828,0.00011481242793091736,0.0017118377090634559,,,6.602522780786827,5.145744238855222e-08,6.60252278078683,5.145744238855223e-08,0.0,0.0
1625155245.287001,0.0,0.0,5.72,4.81,0.0,0.0,1.2804877758026123,-0.01416015625,0.00390625,0.0,0.001908737445761012,0.0,0.0017280710666278828,0.00011481242793091736,0.0017118377090634559,,,6.602522780786827,5.145744238855222e-08,6.60252278078683,5.145744238855223e-08,0.0,0.0
1625155245.287001,0.0,0.0,5.72,4.81,0.0,0.0,1.2804877758026123,-0.01416015625,0.00390625,0.0,0.001908737445761012,0.0,0.0017280710666278828,0.00011481242793091736,0.0017118377090634559,,,6.602522780786827,5.145744238855222e-08,6.60252278078683,5.145744238855223e-08,0.0,0.0
1625155245.287001,0.0,0.0,5.72,4.81,0.0,0.0,1.2804877758026123,-0.01416015625,0.00390625,0.0,0.001908737445761012,0.0,0.0017280710666278828,0.00011481242793091736,0.0017118377090634559,,,6.602522780786827,5.145744238855222e-08,6.60252278078683,5.145744238855223e-08,0.0,0.0
