time,la_x,la_y,uwb_x,uwb_y,vel_linear_x,vel_angular_z,mpu_ang_vel_z,mpu_linear_acc_x,mpu_linear_acc_y,odom_linear_x,odom_angular_z,cmd_linear_x,cmd_linear_y,odom_yaw,cmd_angular_z,var_x,var_y,var_xvel,var_yvel,vel_linear_y,odom_linear_y
1626110011.9454699,-2.492059000652122e-06,-1.2747319206913952e-07,0.0,0.0,,,1.402438998222351,-0.001953125,0.00244140625,2.6314487720151723e-06,0.001080654369889514,,,-2.5414981290114405,,0.0028114814402029004,0.00281148144020295,0.06329349449457518,0.06329349449458546,,-3.5241638429344294e-06
1626110012.01947,-2.6310654479285216e-06,-1.2344371942334563e-07,5.69,4.96,4.268782959115924e-06,3.970960824517533e-05,1.402438998222351,-0.001953125,0.00244140625,2.594229899893294e-06,0.0009762024963930387,,,-2.5414870869608337,,0.0036115100412358846,0.003611510041235968,0.06431829748887578,0.06431829748888541,0.0,-3.5225807943501418e-06
1626110012.06547,-2.536342328882017e-06,-1.1949827341880143e-07,5.69,4.96,4.3214840843575075e-06,4.019985135528259e-05,1.3414634466171265,-0.00390625,0.00146484375,2.6325553003408614e-06,0.000928487490820498,,,-2.5415031993897865,,0.0028115323906126154,0.0028115323906126657,0.06329216747529014,0.06329216747529884,0.0,-3.5175134718105543e-06
1626110012.12547,-2.4219995778313526e-06,-1.1563682683562427e-07,5.69,4.96,4.3214840843575075e-06,4.019985135528259e-05,1.3414634466171265,-0.00390625,0.00146484375,2.6323095620593244e-06,0.0008226531568137402,,,-2.541507541380556,,0.0028114808476027518,0.002811480847602801,0.0632970275349557,0.06329702753496369,0.0,-3.5141800359870944e-06
1626110012.1854699,-2.574446164906949e-06,-1.1185928405345652e-07,5.69,4.96,4.217351943225367e-06,3.923118129023351e-05,1.3414634466171265,-0.00048828125,0.00146484375,2.631620518560262e-06,0.0007708264014828131,,,-2.541510590882257,,0.0028113800808683533,0.002811380080868402,0.06330979812855514,0.06330979812856244,0.0,-3.5108523468030455e-06
1626110012.2454698,-2.5158633170997616e-06,-1.0816607895242203e-07,5.68,4.96,4.268782959115924e-06,3.970960824517533e-05,1.3414634466171265,-0.00048828125,0.00146484375,2.6335814830670286e-06,0.0008293468684285556,,,-2.5415088378669752,,0.0028114579464770416,0.0028114579464770884,0.06329933301075089,0.06329933301075756,0.0,-3.5075008260560047e-06
1626110012.3114698,-2.6328761832852226e-06,-1.0455654127717186e-07,5.73,4.98,4.268782959115924e-06,3.970960824517533e-05,1.4634146690368652,-0.00537109375,0.001953125,2.6170812778193236e-06,0.001014437907637691,,,-2.5414978370010792,,0.003151216030757051,0.0031512160307571096,0.0637412319469866,0.06374123194699272,0.0,-3.504801435941829e-06
1626110012.36547,-2.559243038652947e-06,-1.0103190054332621e-07,5.73,4.98,4.3214840843575075e-06,4.019985135528259e-05,1.402438998222351,-0.005859375,0.001953125,2.6331168522325613e-06,0.000956980705601717,,,-2.5415039682158365,,0.0028114622615505124,0.0028114622615505597,0.06330856569226577,0.0633085656922713,0.0,-3.5008580536644584e-06
1626110012.4254699,-2.443624976155839e-06,-9.759129715514876e-08,5.77,4.97,4.268782959115924e-06,3.970960824517533e-05,1.402438998222351,-0.005859375,0.001953125,2.633933240268087e-06,0.001076711187475197,,,-2.5414995744862985,,0.002811423376280024,0.0028114233762800683,0.06330413566599397,0.06330413566599899,0.0,-3.497551262734489e-06
1626110012.4854698,-2.576105887310438e-06,-9.423436210018999e-08,5.77,4.97,4.268782959115924e-06,3.970960824517533e-05,1.3414634466171265,-0.00390625,0.0078125,2.633131410793523e-06,0.0010089308794883985,,,-2.541500848084029,,0.002811448031791954,0.0028114480317920007,0.06331249708548611,0.06331249708549068,0.0,-3.494279044885273e-06
1626110012.54547,-2.4857803327518847e-06,-9.096077743139644e-08,5.73,4.98,4.268782959115924e-06,3.970960824517533e-05,1.3414634466171265,-0.00390625,0.0078125,2.6351021149956256e-06,0.0012129133789395524,,,-2.541492915717782,,0.0028114680803340546,0.002811468080334098,0.06329830535137308,0.06329830535137723,0.0,-3.4910092055576792e-06
1626110012.60547,-2.424460279642426e-06,-8.777047753738107e-08,5.73,4.99,4.217351943225367e-06,3.923118129023351e-05,1.3414634466171265,-0.00634765625,-0.00244140625,2.634603518454433e-06,0.0008113228065858819,,,-2.541504675693847,,0.0028115319353094947,0.00281153193530954,0.06329950192122522,0.06329950192122898,0.0,-3.487785205991162e-06
1626110012.66547,-2.5768018587041154e-06,-8.466139728768257e-08,5.73,4.99,4.3214840843575075e-06,4.019985135528259e-05,1.2804877758026123,-0.01220703125,0.00537109375,2.6336486223882304e-06,0.0007604079374721538,,,-2.541509605326072,,0.002811419349496861,0.0028114193494969057,0.06331049949248917,0.06331049949249255,0.0,-3.4846000155976146e-06
1626110012.7254698,-2.4652247816761857e-06,-8.16332219547735e-08,5.72,4.98,4.268782959115924e-06,3.970960824517533e-05,1.2804877758026123,-0.01220703125,0.00537109375,2.635122936659914e-06,0.0007179730988250368,,,-2.5415125991349137,,0.002811391110904618,0.0028113911109046586,0.06330132517529488,0.06330132517529793,0.0,-3.4814295079781166e-06
1626110012.7854698,-2.577324016746494e-06,-7.86846672035002e-08,5.72,4.98,4.268782959115924e-06,3.970960824517533e-05,1.2195122241973877,-0.0068359375,0.00146484375,2.634208477277421e-06,0.0006726510826943956,,,-2.5415153836407405,,0.00281147725446014,0.0028114772544601844,0.0633078944968777,0.06330789449688042,0.0,-3.4783084212772645e-06
1626110012.84547,-2.507924471609966e-06,-7.581535789521694e-08,5.71,4.97,4.268782959115924e-06,3.970960824517533e-05,1.2195122241973877,-0.0068359375,0.00146484375,2.6360407324780304e-06,0.0007224712387049748,,,-2.5415139813892176,,0.002811517995893801,0.002811517995893843,0.06329341142593775,0.06329341142594018,0.0,-3.475207323358521e-06
1626110012.91547,-2.6350424703127435e-06,-7.30240055137977e-08,5.7,4.98,4.268782959115924e-06,3.970960824517533e-05,1.2804877758026123,0.0078125,0.00537109375,2.6086940773541404e-06,0.0009339446357933556,,,-2.541498807260475,,0.0033803428257223405,0.0033803428257224025,0.06402550790219251,0.06402550790219469,0.0,-3.4728933508628424e-06
1626110012.9654698,-2.5509185232204424e-06,-7.031073865348268e-08,5.7,4.98,4.268782959115924e-06,3.970960824517533e-05,1.3414634466171265,-0.00048828125,-0.00341796875,2.635551945319106e-06,0.0008846862933810779,,,-2.5415076583371183,,0.002811507844666622,0.0028115078446666656,0.06329598579572777,0.06329598579572966,0.0,-3.469157656439563e-06
1626110013.0254698,-2.435457016946964e-06,-6.767357849731948e-08,5.68,4.96,4.268782959115924e-06,3.970960824517533e-05,1.3414634466171265,-0.00048828125,-0.00341796875,2.6355278692221918e-06,0.0010521329945621753,,,-2.541501735144135,,0.002811450583772939,0.0028114505837729805,0.06329568406081106,0.06329568406081268,0.0,-3.4661982683729846e-06
1626110013.08547,-2.5777499410474484e-06,-6.511160404100281e-08,5.68,4.96,4.268782959115924e-06,3.970960824517533e-05,1.3414634466171265,-0.00830078125,-0.00439453125,2.6344604036270305e-06,0.0009859400335416062,,,-2.541502398722303,,0.0028114157097867704,0.002811415709786814,0.06330632696215824,0.06330632696215963,0.0,-3.4632940678312626e-06
1626110013.14547,-2.5292553172195366e-06,-6.262443741148166e-08,5.69,4.95,4.217351943225367e-06,3.923118129023351e-05,1.3414634466171265,-0.00830078125,-0.00439453125,2.6358039501714894e-06,0.0006370086830348967,,,-2.5415151424758498,,0.0028114775262757,0.0028114775262757423,0.06329764769415612,0.0632976476941573,0.0,-3.4604250022370182e-06
1626110013.20747,-2.634779816195383e-06,-6.020901001719299e-08,5.74,4.96,4.268782959115924e-06,3.970960824517533e-05,1.3414634466171265,0.0,-0.0009765625,2.6295109192485825e-06,0.0007143940349863276,,,-2.541513510722826,,0.002924215118283616,0.002924215118283663,0.06344971644331245,0.06344971644331342,0.0,-3.4577340152980342e-06
1626110013.2654698,-2.571725319855578e-06,-5.78650908167757e-08,5.74,4.96,4.268782959115924e-06,3.970960824517533e-05,1.3414634466171265,-0.0087890625,0.00390625,2.63410474231322e-06,0.0006710076202468061,,,-2.5415164127481304,,0.0028113987813784057,0.0028113987813784477,0.06331423041867643,0.06331423041867722,0.0,-3.454853529183057e-06
1626110013.32547,-2.4551375392030545e-06,-5.559123175958341e-08,5.72,4.95,4.268782959115924e-06,3.970960824517533e-05,1.3414634466171265,-0.0087890625,0.00390625,2.635181743635516e-06,0.0007199551386484539,,,-2.5415149408732804,,0.0028113827204911913,0.0028113827204912295,0.06330755039715569,0.06330755039715633,0.0,-3.452132013610846e-06
1626110013.38547,-2.577388931706039e-06,-5.3386379136819026e-08,5.72,4.95,4.268782959115924e-06,3.970960824517533e-05,1.3414634466171265,-0.0068359375,0.00341796875,2.6342385795464624e-06,0.0006745574152424283,,,-2.5415163597159767,,0.0028114596867794316,0.002811459686779474,0.06331464492285042,0.06331464492285091,0.0,-3.4494713262651037e-06
