time,la_x,la_y,uwb_x,uwb_y,vel_linear_x,vel_angular_z,mpu_ang_vel_z,mpu_linear_acc_x,mpu_linear_acc_y,odom_linear_x,odom_angular_z,odom_filtered_linear_x,odom_filtered_angular_z,odom_yaw,odom_filtered_yaw,cmd_linear_x,cmd_angular_z,var_x,var_y,var_xvel,var_yvel,vel_linear_y,odom_linear_y,odom_filtered_linear_y,cmd_linear_y
1625837299.95765,0,0,0,0,0,0,1.28048777580261,-0.001953125,0.00537109375,0,0.00158931387972,0,0.001477557164526,7.73566200570623E-05,0.001535823351482,,,8.00002173814987,8.00002173814987,0.010362496824703,0.010362496824703,0,0,0,
1625837299.95965,0,0,5.76,4.89,0,0,1.28048777580261,-0.00244140625,0.01025390625,0,0.001794244873169,0,0.001549678701363,8.73253970323188E-05,0.001468608472474,,,7.99990202181059,7.99990202181059,0.008960627423985,0.008960627423985,0,0,0,
1625837300.01765,0,0,5.76,4.89,0,0,1.28048777580261,-0.00244140625,0.01025390625,0,0.001685095175287,0,0.001545484927144,8.10197754623831E-05,0.001478294046798,,,8.00010327882291,8.00010327882291,0.00938526500481,0.00938526500481,0,0,0,
1625837300.07765,0,0,5.76,4.89,0,0,1.28048777580261,-0.00244140625,0.01025390625,0,0.001963237679437,0,0.001668035262367,9.05287686124066E-05,0.001498260161809,,,8.00031873863671,8.00031873863671,0.009764514839416,0.009764514839416,0,0,0,
1625837300.14765,0,0,5.76,4.89,0,0,1.28048777580261,-0.01708984375,0.0009765625,0,0.001705601790913,0,0.001640449053649,0.000101689936501,0.001542595401969,,,8.00060033608591,8.00060033608591,0.010337113741082,0.010337113741082,0,0,0,
1625837300.19765,0,0,5.76,4.89,0,0,1.28048777580261,-0.01708984375,0.0009765625,0,0.001615936286116,0,0.00157365914801,7.98883102622856E-05,0.001533249500624,,,8.00075968095891,8.00075968095891,0.010213342949569,0.010213342949569,0,0,0,
1625837300.25765,0,0,5.76,4.89,0,0,1.21951222419739,-0.00390625,0.001953125,0,0.001513521157932,0,0.001485649171114,7.47309691935105E-05,0.001533647542362,,,8.00098183471523,8.00098183471523,0.010387195667124,0.010387195667124,0,0,0,
1625837300.35565,0,0,5.76,4.9,0,0,1.21951222419739,0.0029296875,0.00830078125,0,0.001736485872961,0,0.001601415170738,0.000147538512509,0.001565456350417,,,8.0012981542348,8.0012981542348,0.0104921039804,0.0104921039804,0,0,0,
1625837300.37765,0,0,5.76,4.9,0,0,1.21951222419739,0.0029296875,0.00830078125,0,0.001693899936928,0,0.001590213831491,8.0849252173188E-05,0.001514795246191,,,8.00128954010217,8.00128954010217,0.009583685489654,0.009583685489654,0,0,0,
1625837300.43765,0,0,5.76,4.9,0,0,1.21951222419739,-0.0048828125,0.00732421875,0,0.001586887981244,0,0.00153419142873,7.70795856152852E-05,0.001521040666635,,,8.00150687946229,8.00150687946229,0.009914076014042,0.009914076014042,0,0,0,
1625837300.49765,0,0,5.76,4.9,0,0,1.21951222419739,-0.0048828125,0.00732421875,0,0.001746914953681,0,0.001559113180743,8.33866569453907E-05,0.001528736088331,,,8.00172661033163,8.00172661033164,0.010162994533694,0.010162994533694,0,0,0,
1625837300.55765,0,0,5.76,4.89,0,0,1.34146344661713,-0.01123046875,-0.00830078125,0,0.001636012926264,0,0.001513881613913,7.94729631519252E-05,0.001531559386422,,,8.00194829403725,8.00194829403726,0.010348988008006,0.010348988008006,0,0,0,
1625837300.56365,0,0,5.76,4.89,0,0,1.34146344661713,-0.01123046875,-0.00830078125,0,0.001900249827095,0,0.001615667518639,9.91463790892204E-05,0.001478207933389,,,8.00185066317621,8.00185066317622,0.00906275088454,0.00906275088454,0,0,0,
1625837300.64765,0,0,5.75,4.89,0,0,1.21951222419739,-0.001953125,-0.00244140625,0,0.001495759377627,0,0.001526609894191,0.000125025025297,0.001555652999169,,,8.00221303845868,8.00221303845868,0.010209017779239,0.010209017779239,0,0,0,
1625837300.67765,0,0,5.75,4.89,0,0,1.21951222419739,-0.001953125,-0.00244140625,0,0.001447094184082,0,0.001452085124336,7.37086101827809E-05,0.001511096483032,,,8.00225313976726,8.00225313976726,0.009586194057094,0.009586194057094,0,0,0,
1625837300.75165,0,0,5.75,4.9,0,0,1.21951222419739,-0.00732421875,0.01123046875,0,0.001545257929698,0,0.001455271942,9.52572095881071E-05,0.001550717528444,,,8.00255912615468,8.00255912615468,0.010314484342019,0.010314484342019,0,0,0,
1625837300.79765,0,0,5.75,4.9,0,0,1.21951222419739,-0.00732421875,0.01123046875,0,0.001470016162185,0,0.001406581306598,7.12938364512181E-05,0.001526459977065,,,8.0026937123295,8.0026937123295,0.01008913846929,0.01008913846929,0,0,0,
1625837300.85765,0,0,5.74,4.89,0,0,1.21951222419739,-0.00732421875,0.001953125,0,0.001376664120203,0,0.001331105977887,6.73692430306183E-05,0.001517694363138,,,8.00291524228411,8.00291524228411,0.010293641443092,0.010293641443092,0,0,0,
1625837300.91765,0,0,5.75,4.88,0,0,1.28048777580261,-0.01220703125,-0.0048828125,0,0.001588603003346,0,0.001429727018491,7.55130435582124E-05,0.001452205564414,,,8.00299687050473,8.00299687050473,0.009355865188714,0.009355865188714,0,0,0,
1625837300.97765,0,0,5.75,4.88,0,0,1.28048777580261,-0.01220703125,-0.0048828125,0,0.001634985377805,0,0.00146349566498,7.77655179826287E-05,0.001460724167456,,,8.00321223132981,8.00321223132981,0.009742128801522,0.009742128801522,0,0,0,
1625837301.03765,0,0,5.76,4.88,0,0,1.21951222419739,-0.00390625,0,0,0.001531717325572,0,0.001425535120391,7.42796373235105E-05,0.001465141060878,,,8.00343039450286,8.00343039450287,0.010035344412013,0.010035344412013,0,0,0,
1625837301.09765,0,0,5.76,4.88,0,0,1.21951222419739,-0.00390625,0,0,0.001658588504019,0,0.001457927706281,7.92866466936232E-05,0.001471067519138,,,8.00365078539038,8.00365078539038,0.010254818552477,0.010254818552477,0,0,0,
1625837301.15765,0,0,5.75,4.89,0,0,1.21951222419739,-0.0029296875,0.005859375,0,0.001553352054009,0,0.001418761751277,7.55074238091516E-05,0.001471714950112,,,8.00387299288454,8.00387299288454,0.010417939008745,0.010417939008745,0,0,0,
1625837301.25165,0,0,5.76,4.89,0,0,1.15853655338287,-0.0087890625,0.0068359375,0,0.001828906768471,0,0.001606672709125,0.000143418802334,0.001498196859973,,,8.00416307904438,8.00416307904439,0.010394446276759,0.010394446276759,0,0,0,
1625837301.27765,0,0,5.76,4.89,0,0,1.15853655338287,-0.0087890625,0.0068359375,0,0.001776977936752,0,0.001624125498602,8.29696278699033E-05,0.001459224668065,,,8.00417863991173,8.00417863991174,0.00961751477607,0.00961751477607,0,0,0,
1625837301.35565,0,0,5.75,4.91,0,0,1.34146344661713,-0.00244140625,0,0,0.002075220332374,0,0.001795130555825,0.000129229911111,0.001534912353566,,,8.00451080205825,8.00451080205825,0.010452704327864,0.010452704327864,0,0,0,
1625837301.39823,0,0,5.75,4.91,0,0,1.34146344661713,-0.00244140625,0,0,0.001981289923402,0,0.00180952251815,9.31983170294438E-05,0.001525552384876,,,8.0046241406212,8.0046241406212,0.010100673192823,0.010100673192823,0,0,0,
1625837301.45823,0,0,5.76,4.89,0,0,1.34146344661713,-0.01318359375,0.01025390625,0,0.001855519492187,0,0.00175951260989,8.9481123060153E-05,0.001542193351392,,,8.00484574347434,8.00484574347434,0.010301950358605,0.010301950358605,0,0,0,
1625837301.46023,0,0,5.76,4.89,0,0,1.34146344661713,-0.01318359375,0.01025390625,0,0.001717741262279,0,0.001707400014698,8.88052451769737E-05,0.001466316443157,,,8.00472607389095,8.00472607389095,0.008915887927058,0.008915887927058,0,0,0,
1625837301.51823,0,0,5.76,4.89,0,0,1.21951222419739,-0.00830078125,0.01611328125,0,0.001613086793593,0,0.001627513326675,7.98298855231341E-05,0.001479841456651,,,8.00492733285286,8.00492733285287,0.009350441458828,0.009350441458828,0,0,0,
1625837301.57823,0,0,5.76,4.89,0,0,1.21951222419739,-0.00830078125,0.01611328125,0,0.001718137901341,0,0.001612400032143,8.21474563138798E-05,0.001494803443532,,,8.00514278713674,8.00514278713674,0.009737787176676,0.009737787176676,0,0,0,
1625837301.63823,0,0,5.77,4.88,0,0,1.28048777580261,-0.0078125,0.00341796875,0,0.001609673410837,0,0.001547976062203,7.82455598346843E-05,0.00150387078679,,,8.00536102404404,8.00536102404404,0.010031926851415,0.010031926851415,0,0,0,
1625837301.69823,0,0,5.77,4.88,0,0,1.28048777580261,-0.0078125,0.00341796875,0,0.00154211419145,0,0.001547976062203,7.55631229645007E-05,0.00150387078679,,,8.00536102404404,8.00536102404404,0.010031926851415,0.010031926851415,0,0,0,
