time,la_x,la_y,uwb_x,uwb_y,vel_linear_x,vel_angular_z,mpu_ang_vel_z,mpu_linear_acc_x,mpu_linear_acc_y,odom_linear_x,odom_angular_z,odom_filtered_linear_x,odom_filtered_angular_z,odom_yaw,odom_filtered_yaw,cmd_linear_x,cmd_angular_z,var_x,var_y,var_xvel,var_yvel,vel_linear_y,odom_linear_y,odom_filtered_linear_y,cmd_linear_y
1626093014.9799,4.31003359737472E-06,-3.33751649338011E-06,0,0,,,,,,-2.28439778486919E-10,0.001811571224579,1.37179194216765E-06,0.001626484792555,-1.77248000770859,-1.77109054582601,,,9.0498818487296,9.05022883082581,0.009033905149683,0.009033905149787,,2.83026618477601E-06,2.69287067033969E-06,
1626093015.0459,4.17831249134461E-06,-3.31944190833557E-06,5.72,4.85,1.70464431903383E-06,-1.58571565407328E-05,1.28048777580261,-0.0087890625,0,-2.09996536077419E-10,0.001806363694614,1.40512911778769E-06,0.001703936065865,-1.77248129842468,-1.77105073614988,,,9.05013126015086,9.05047824224718,0.009663555966259,0.009663555966358,0,2.56422085890338E-06,2.50705368455432E-06,
1626093015.0999,4.04557476613179E-06,-3.30020085554458E-06,5.72,4.83,1.70464431903383E-06,-1.58571565407328E-05,1.28048777580261,-0.00732421875,0.00146484375,-1.79084139066972E-10,0.001973037327914,1.12045989981799E-06,0.001657409865969,-1.77247653673603,-1.77108436288946,,,9.05084198491303,9.05118896700928,0.008965804521177,0.008965804521242,0,2.09325299609816E-06,1.96319980847297E-06,
1626093015.1599,3.91000088916043E-06,-3.27738533265453E-06,5.73,4.85,1.70464431903383E-06,-1.58571565407328E-05,1.34146344661713,-0.001953125,0.001953125,-1.46904950786103E-10,0.001688481026415,9.21673453143427E-07,0.001566352513017,-1.77248592943892,-1.7710904258535,,,9.05180018975429,9.05214717185058,0.008964025194746,0.008964025194789,0,1.69184965428102E-06,1.37751133163147E-06,
1626093015.2199,3.7738540559285E-06,-3.25128832027655E-06,5.72,4.84,1.70464431903383E-06,-1.58571565407328E-05,1.34146344661713,-0.00537109375,0.00439453125,-1.13916231479075E-10,0.001835349826172,8.83324683304952E-07,0.001565117595509,-1.7724813211773,-1.77104389068981,,,9.05289127323699,9.05323825533349,0.010441578622794,0.010441578622831,0,1.27509433309014E-06,8.57235523661148E-07,
1626093015.2799,3.63875132775752E-06,-3.2222585223443E-06,5.73,4.85,1.70464431903383E-06,-1.58571565407328E-05,1.40243899822235,-0.0029296875,0,-9.30826489832846E-11,0.001871523900912,7.43928940999597E-07,0.001744254998429,-1.77247798818053,-1.77102639875604,,,9.05362668018264,9.05397366227912,0.010283078653557,0.010283078653587,0,1.00118071961177E-06,5.66925925754632E-07,
1626093015.3399,3.43755335147001E-06,-3.17623298637276E-06,5.72,4.83,1.70464431903383E-06,-1.58571565407328E-05,1.28048777580261,-0.01513671875,0.00537109375,-5.94405572671274E-11,0.001736125245901,5.17439619748898E-07,0.001659634581965,-1.77248381590691,-1.77104489069292,,,9.05510382599638,9.05545080809282,0.009774552696665,0.009774552696686,0,5.82518212404372E-07,1.62985707269976E-07,
1626093015.3999,3.3284878613811E-06,-3.14707614117359E-06,5.73,4.82,1.68410633705207E-06,-1.5666106264689E-05,1.28048777580261,-0.0126953125,0.009765625,-5.01928233785258E-11,0.001988601003386,4.21932921017038E-07,0.001733234043035,-1.77247430402445,-1.77108228150865,,,9.05563251196102,9.05597949405742,0.008953590160493,0.008953590160512,0,4.62608062347599E-07,8.47541683460991E-08,
1626093015.4599,3.21705256711249E-06,-3.1145272379658E-06,5.72,4.84,1.70464431903383E-06,-1.58571565407328E-05,1.28048777580261,-0.01708984375,-0.001953125,-3.6019101774576E-11,0.001759404115399,4.03605451346581E-07,0.001688906020697,-1.77248295500194,-1.77097784785329,,,9.05672453006534,9.05707151216183,0.010407973754342,0.010407973754359,0,2.99605761680093E-07,-1.20762241880769E-07,
1626093015.5199,3.10510924044497E-06,-3.07907288897023E-06,5.72,4.82,1.70464431903383E-06,-1.58571565407328E-05,1.28048777580261,-0.0078125,0,-2.65506400987285E-11,0.001610846103164,3.40940315309913E-07,0.001528070931516,-1.77248975855247,-1.77101322092026,,,9.05745987262622,9.0578068547227,0.010281447631534,0.010281447631549,0,1.97238765695793E-07,-1.98767737986592E-07,
1626093015.5799,2.99398441112865E-06,-3.0411795517503E-06,5.71,4.82,1.70464431903383E-06,-1.58571565407328E-05,1.40243899822235,-0.009765625,0.005859375,-1.80381161523686E-11,0.000811557550327,2.80218333003074E-07,0.000888072618237,-1.77252467178434,-1.77112897520692,,,9.05817804303821,9.05852502513468,0.009849045847595,0.009849045847608,0,1.16949821078535E-07,-2.40275966060102E-07,
1626093015.6399,2.82845050754823E-06,-2.98233673104389E-06,5.74,4.8,0.542221426963806,0.049025386571884,1.03658533096313,-0.3466796875,-0.12841796875,0.118690408774272,-0.001373435271535,0.07903947056693,0.001669098815805,-1.76543368115792,-1.76806352538437,0.495,0,9.05969934702908,9.06004629935566,0.009192364523672,0.009192399700274,0,1.89454161805441E-05,2.48792165797027E-05,0
1626093015.7599,2.64698984183629E-06,-2.90813786169016E-06,5.69,4.72,0.513489305973053,0.001119671389461,-0.426829278469086,0.0263671875,0.00244140625,0.226915043443662,0.001633686335832,0.183680423029882,0.000797250148304,-1.76935416987644,-1.76811155802927,0.495,0,9.06175659069421,9.06210283407815,0.010441298465646,0.010441544184172,0,-0.000152949991879,-0.000110083562827,0
1626093015.8199,2.55486821962404E-06,-2.86691184805111E-06,5.71,4.6,0.29155233502388,0.015445102006197,8.84146404266357,-0.31103515625,0.236328125,0.235664265665288,0.007350419925615,0.235883898466824,0.004852396363231,-1.77098716707205,-1.76929069111129,0.495,0,9.06384794685873,9.06419213926956,0.01076441533749,0.01076501557911,0,-0.000161766081818,-0.000157062377631,0
1626093015.8799,2.46343044988939E-06,-2.82366251985014E-06,5.72,4.54,1.70464431903383E-06,-1.58571565407328E-05,-0.304878056049347,-0.00634765625,0.01513671875,0.16802908399574,-0.001147215233638,0.22724809651407,0.0002974486463,-1.77221707705417,-1.77056359075345,0.495,0,9.06526241488346,9.06560471884133,0.010248561839305,0.010249331703282,0,-0.000129118054781,-0.000160743865473,0
1626093015.9419,2.32661918006575E-06,-2.75657290672835E-06,5.64,4.53,0.466505259275436,-0.016574705019593,2.98780488967896,-0.1318359375,0.39990234375,0.18014125968039,-0.001650405998042,0.196584074561827,-0.00079494779009,-1.7706812733992,-1.77110249513238,0,0,9.06781687770519,9.06815611538962,0.009621285188535,0.009622075450891,0,-4.51651517781054E-05,-0.000101080858133,0
1626093016.2399,1.91484667297708E-06,-2.51551561315577E-06,5.58,4.41,0.004009276162833,0.329125285148621,-44.9390258789063,0.04345703125,0.0947265625,0.007154675735738,0.15230802358779,0.014839428097121,0.196189575653879,-1.30934658311027,-1.46504958812952,0,0,9.07468534923178,9.07502046877662,0.009630930750168,0.009631119471372,0,-0.000563566373747,-0.000354898872775,0
1626093016.2999,1.85411927642744E-06,-2.47487314019844E-06,5.59,4.35,4.65844777863822E-06,4.33343993790913E-05,1.52439022064209,-0.0283203125,-0.0224609375,0.004042958580014,0.124778457481935,0.004280167504949,0.191775450035041,-1.2389277520404,-1.32025715092216,0,0,9.07556695147091,9.07590206923458,0.008915371025518,0.00891549245613,0,-0.000506794467933,-0.000453574640761,0
1626093016.3599,1.79205967838749E-06,-2.43161385458963E-06,5.59,4.31,4.65844777863822E-06,4.33343993790913E-05,1.21951222419739,-0.0009765625,0.00830078125,0.02296433039617,0.015690738431006,-0.002243772931609,0.041992264403502,-1.23804913581328,-1.25866973643011,0.495,0,9.07693270109683,9.07726781081838,0.010338191151394,0.010338262090671,0,-0.000375280999504,-0.000463506395423,0
1626093016.4199,1.72971039198468E-06,-2.38643929599473E-06,5.61,4.28,0.407260119915008,0.032652534544468,-2.98780488967896,-0.10400390625,-0.21728515625,0.093619562927895,-0.000885561202757,0.033448039613015,0.006251009146597,-1.25125053561638,-1.25117087522266,0.495,0,9.07767444967442,9.07800955320835,0.010267788264783,0.010267833777129,0,-0.000403853386821,-0.000439372893413,0
1626093016.4799,1.6678147204101E-06,-2.33991754472714E-06,5.59,4.2,0.527565538883209,-0.017399353906512,-0.060975611209869,-0.125,-0.0615234375,0.151877694557757,0.021855377958172,0.083707458813928,0.021043198212383,-1.24307105961122,-1.24599688526708,0.495,0,9.07846070399598,9.07879575950814,0.009816310514029,0.00981637774567,0,-0.000194282946641,-0.000376933495508,0
1626093016.5459,1.57434732367656E-06,-2.26764808047727E-06,5.54,4.04,0.468713879585266,-0.015225347131491,0.853658556938171,0.103515625,0.02734375,0.230411743704721,0.006009673271164,0.196334232613081,0.009607516173856,-1.23835738928244,-1.23759218887973,0,0,9.08048088058597,9.08081512298425,0.009317421248955,0.009317762850545,0,4.55614942132502E-06,-8.55260861362964E-05,0
1626093016.5999,1.52471446170486E-06,-2.22741107026376E-06,5.47,3.91,0.017590632662177,0.014172646217048,1.95121955871582,0.05224609375,0.1669921875,0.205197187594299,0.003464213276764,0.221854062990767,0.004039151414297,-1.23792541721326,-1.23708512474438,0,0,9.08174859891071,9.08208178496266,0.00893493521879,0.008935499328002,0,4.91792418814055E-05,-4.24160791492752E-06,0
1626093016.6599,1.47389824683099E-06,-2.18475789889809E-06,5.45,3.83,2.46798390435288E-06,-2.29579891311005E-05,1.46341466903687,0.00048828125,0.00439453125,0.126381419592988,0.003013149918823,0.184645525772352,0.002898490170085,-1.23777532847399,-1.23722446971472,0,0,9.0834227258423,9.08375423110386,0.00888645922113,0.008887181149739,0,6.37206824511234E-05,5.3548862763973E-05,0
1626093016.7199,1.42277718654007E-06,-2.14040497737393E-06,5.43,3.81,2.4980813577713E-06,-2.32379643421154E-05,1.34146344661713,0,-0.00341796875,0.06242442636076,0.001424802507915,0.127808173491443,0.001653439905474,-1.23783591590151,-1.23724607587689,0,0,9.08491906138106,9.08524941051057,0.010424224691088,0.010424913239072,0,7.30953601819919E-05,8.48183619361185E-05,0
1626093016.7799,1.37198363787449E-06,-2.09492315319945E-06,5.41,3.82,0.008791289292276,0.423123896121979,-20.6707324981689,-0.05859375,0.017578125,0.034711488194687,0.181484429281551,0.078756046512397,0.110489865917777,-1.19930482832045,-1.2176196778367,0,0.99,9.08582844943127,9.08615841630586,0.010086534351452,0.010087053274553,0,3.98687719297438E-05,8.80577303401044E-05,0
1626093016.8399,1.29627147918869E-06,-2.02588268863733E-06,5.4,3.78,0.000126969927805,0.181980893015861,-33.4146347045898,0.06103515625,0.0791015625,0.007893575454141,0.170740093507276,0.018313356666933,0.207707605590208,-0.81314816488556,-0.943116036320933,0,0,9.08817455219069,9.08850445125377,0.009613923769316,0.009614148262091,0,-0.000419857296855,-0.000198834933339,0
1626093016.8999,1.25519250459558E-06,-1.98655971378449E-06,5.41,3.8,8.76026604146318E-07,-8.14908435131656E-06,1.89024388790131,0.00830078125,0.02880859375,0.004169216298097,0.120028586385995,0.006741974958458,0.17482836017579,-0.763090993274696,-0.821617495877998,0,0,9.08908650391322,9.08941641063714,0.008909422944607,0.008909570603784,0,-0.000335648171385,-0.000294212365676,0
1626093016.9599,1.21320491919878E-06,-1.94515194954549E-06,5.42,3.83,8.76026604146318E-07,-8.14908435131656E-06,1.34146344661713,-0.0009765625,0.00244140625,0.023446514987143,0.041754289028915,0.002893714874023,0.067517793408067,-0.76559708261687,-0.768557510567151,0.495,0,9.09035437818053,9.0906842882483,0.008886449502301,0.00888652691482,0,-0.000253292198346,-0.000299861342894,0
1626093017.0259,1.17000905833429E-06,-1.90100740770102E-06,5.43,3.83,0.324858784675598,0.032719328999519,-3.96341466903687,-0.0390625,-0.421875,0.087856513502983,0.000239095665403,0.031681418283817,0.010868933533653,-0.779531071255109,-0.766160515581375,0.495,0,9.09124855667479,9.09157846639838,0.01026679708221,0.010266853654264,0,-0.000281039042443,-0.000281437262209,0
1626093017.0799,1.12842745284465E-06,-1.85770267482693E-06,5.33,3.77,0.528806924819946,0.032718747854233,-0.182926833629608,0.27001953125,-0.3984375,0.151189408305617,0.015109458538627,0.084959468771868,0.013783557474107,-0.772776833763905,-0.76761357001099,0.495,0,9.0922278807973,9.0925577887239,0.010006348867275,0.010006423401171,0,-0.000101052112924,-0.000240571392309,0
1626093017.1399,1.06635530563744E-06,-1.7920269686232E-06,5.11,3.51,0.368019819259644,0.031636413186789,1.03658533096313,-0.052734375,-0.0703125,0.231208374760304,0.012955461663949,0.185884747692805,0.015951964582121,-0.766983366353438,-0.763396703170437,0,0,9.09388458269279,9.09421451521725,0.009150757886027,0.009151041019525,0,4.01744011430192E-05,-2.0522829989434E-05,0
