time,predicted_x,corrected_x,uwb_x,uwb_y,vel_x
1622471236.98276,2.07489323957146,2.08166134734809,2.09,2.36,
1622471236.99034,2.09878588175607,2.09484964440597,2.09,2.36,
1622471236.99839,2.09484964440597,2.09267691411259,2.09,2.36,
1622471237.00789,2.09267691411259,2.09147760713288,2.09,2.36,
1622471237.01774,2.09147760713288,2.09081561183785,2.09,2.36,
1622471237.02764,2.09081561183785,2.09045020266567,2.09,2.36,
1622471237.0385,2.09551821645046,2.09304595352896,2.09,2.36,
1622471237.04904,2.09304595352896,2.09168131007253,2.09,2.36,
1622471237.0593,2.09168131007253,2.09092805209703,2.09,2.36,
1622471237.07009,2.09092805209703,2.10395282187574,2.12,2.4,
1622471237.08521,2.10395282187574,2.11114225415472,2.12,2.4,
1622471237.09417,2.12920476607331,2.12508086081,2.12,2.4,
1622471237.10164,2.12508086081,2.12280454129578,2.12,2.4,
1622471237.11032,2.12280454129578,2.12154805498003,2.12,2.4,
1622471237.11919,2.12154805498003,2.12085449774792,2.12,2.4,
1622471237.12966,2.12085449774792,2.12047166696959,2.12,2.4,
1622471237.13925,2.13995120429725,2.13101269616401,2.12,2.4,
1622471237.14851,2.13101269616401,2.12607880481769,2.12,2.4,
1622471237.15927,2.12607880481769,2.12335538795053,2.12,2.4,
1622471237.17426,2.12335538795053,2.13529266642068,2.15,2.43,
1622471237.18469,2.13529266642068,2.14188182358926,2.15,2.43,
1622471237.19229,2.16264027448988,2.15697719798328,2.15,2.43,
1622471237.19889,2.15697719798328,2.15385128437969,2.15,2.43,
1622471237.20955,2.15385128437969,2.15212583782326,2.15,2.43,
1622471237.22025,2.15212583782326,2.15117342320257,2.15,2.43,
1622471237.23131,2.15117342320257,2.15064770792826,2.15,2.43,
1622471237.23987,2.17256689959914,2.16245651164443,2.15,2.43,
1622471237.24928,2.16245651164443,2.1568757642877,2.15,2.43,
1622471237.25958,2.1568757642877,2.15379529485377,2.15,2.43,
1622471237.27761,2.15379529485377,2.17449585641337,2.2,2.35,
1622471237.2859,2.17449585641337,2.18592218394146,2.2,2.35,
1622471237.29285,2.20887756768354,2.20490025334399,2.2,2.35,
1622471237.30274,2.20490025334399,2.20270484931135,2.2,2.35,
1622471237.31138,2.20270484931135,2.20149302684648,2.2,2.35,
1622471237.3203,2.20149302684648,2.20082412323487,2.2,2.35,
1622471237.33663,2.20393235149102,2.20217058537096,2.2,2.35,
1622471237.34647,2.20217058537096,2.20119812302217,2.2,2.35,
1622471237.35278,2.20119812302217,2.20066134177234,2.2,2.35,
1622471237.36373,2.20066134177234,2.20036504843972,2.2,2.35,
1622471237.37725,2.20036504843972,2.26740427131622,2.35,2.22,
1622471237.38484,2.29268648714262,2.31836399979736,2.35,2.22,
1622471237.39252,2.31836399979736,2.33253751237842,2.35,2.22,
1622471237.40267,2.33253751237842,2.34036102946072,2.35,2.22,
1622471237.41483,2.34036102946072,2.34467946634692,2.35,2.22,
1622471237.4244,2.34467946634692,2.34706316372291,2.35,2.22,
1622471237.43368,2.36964788184042,2.36084526777187,2.35,2.22,
1622471237.44384,2.36084526777187,2.35598638743855,2.35,2.22,
1622471237.45385,2.35598638743855,2.3533043752647,2.35,2.22,
1622471237.46485,2.3533043752647,2.36078432360579,2.37,2.19,
1622471237.48761,2.36078432360579,2.36491311689444,2.37,2.19,
1622471237.49661,2.39003090521166,2.38105668959625,2.37,2.19,
1622471237.5047,2.38105668959625,2.37610308837949,2.37,2.19,
1622471237.51204,2.37610308837949,2.37336879202799,2.37,2.19,
1622471237.52205,2.37336879202799,2.3718595109594,2.37,2.19,
1622471237.53201,2.3718595109594,2.37102641569423,2.37,2.19,
1622471237.53958,2.39679428211477,2.38478994869014,2.37,2.19,
1622471237.5486,2.38478994869014,2.37816377842556,2.37,2.19,
1622471237.55409,2.37816377842556,2.37450625486119,2.37,2.19,
1622471237.5643,2.37450625486119,2.38144773893775,2.39,2.24,
1622471237.58636,2.38144773893775,2.38527930990076,2.39,2.24,
1622471237.59355,2.41161739760077,2.40193240408384,2.39,2.24,
1622471237.60087,2.40193240408384,2.39658646659739,2.39,2.24,
1622471237.61104,2.39658646659739,2.39363560787363,2.39,2.24,
1622471237.61994,2.39363560787363,2.39200678837665,2.39,2.24,
1622471237.62721,2.39200678837665,2.39110771010753,2.39,2.24,
1622471237.63626,2.39216498464247,2.39119503152351,2.39,2.24,
1622471237.64506,2.39119503152351,2.3906596353222,2.39,2.24,
1622471237.65531,2.3906596353222,2.39036410651078,2.39,2.24,
1622471237.672,2.39036410651078,2.3902009800669,2.42,2.25,
1622471237.68169,2.3902009800669,2.40355149154812,2.42,2.25,
1622471237.68824,2.43028213026341,2.42567554593812,2.42,2.25,
1622471237.69545,2.42567554593812,2.42313279649941,2.42,2.25,
1622471237.70641,2.42313279649941,2.42172924578775,2.42,2.25,
1622471237.71637,2.42172924578775,2.4209545117262,2.42,2.25,
1622471237.7259,2.4209545117262,2.4205268728378,2.42,2.25,
1622471237.73646,2.44588477890032,2.43428791971927,2.42,2.25,
1622471237.74627,2.43428791971927,2.42788666770887,2.42,2.25,
1622471237.75915,2.42788666770887,2.42435329486533,2.42,2.25,
1622471237.77749,2.42435329486533,2.43136330784604,2.44,2.29,
1622471237.78848,2.43136330784604,2.43523270549805,2.44,2.29,
1622471237.79581,2.46289081329573,2.45263530602049,2.44,2.29,
1622471237.80147,2.45263530602049,2.44697445547997,2.44,2.29,
1622471237.80908,2.44697445547997,2.44384977056853,2.44,2.29,
1622471237.81705,2.44384977056853,2.44212500222747,2.44,2.29,
1622471237.82683,2.44212500222747,2.44117296196913,2.44,2.29,
1622471237.83754,2.46919268584529,2.45611382323773,2.44,2.29,
1622471237.84747,2.45611382323773,2.44889453271661,2.44,2.29,
1622471237.85763,2.44889453271661,2.44490961772881,2.44,2.29,
1622471237.8938,2.44490961772881,2.44271001827876,2.44,2.29,
1622471237.89947,2.44271001827876,2.45045624953058,2.46,2.25,
1622471237.90994,2.47876209637192,2.47035633055857,2.46,2.25,
1622471237.91723,2.47035633055857,2.46571650313016,2.46,2.25,
1622471237.92475,2.46571650313016,2.46315540411271,2.46,2.25,
1622471237.93435,2.46315540411271,2.46174172477261,2.46,2.25,
1622471237.94226,2.46174172477261,2.46096139989528,2.46,2.25,
1622471237.95003,2.4606727795942,2.46037136190607,2.46,2.25,
1622471237.97327,2.46037136190607,2.46020498491106,2.5,2.23,
1622471237.98048,2.46020498491106,2.4780338869029,2.5,2.23,
1622471237.99017,2.4780338869029,2.48787511140487,2.5,2.23,
1622471237.99976,2.48787511140487,2.49330728550862,2.5,2.23,
1622471238.01021,2.52628483735334,2.51450874459407,2.5,2.23,
1622471238.01631,2.51450874459407,2.50800855895991,2.5,2.23,
1622471238.02429,2.50800855895991,2.5044205765839,2.5,2.23,
1622471238.03266,2.5044205765839,2.50244007660204,2.5,2.23,
1622471238.03923,2.50244007660204,2.50134687720274,2.5,2.23,
1622471238.04515,2.52578006250043,2.51423011820122,2.5,2.23,
1622471238.05826,2.51423011820122,2.50785476233881,2.5,2.23,
1622471238.06756,2.50785476233881,2.50433568369052,2.5,2.23,
1622471238.07175,2.50433568369052,2.50239321729333,2.5,2.23,
1622471238.08092,2.50239321729333,2.56404359829723,2.64,2.17,
1622471238.09216,2.59308211502625,2.61410219432491,2.64,2.17,
1622471238.10224,2.61410219432491,2.62570488974173,2.64,2.17,
1622471238.11023,2.62570488974173,2.63210936324645,2.64,2.17,
1622471238.12059,2.63210936324645,2.63564451429534,2.64,2.17,
1622471238.13236,2.63564451429534,2.63759585236072,2.64,2.17,
1622471238.14233,2.66677527430062,2.65477945672791,2.64,2.17,
1622471238.15177,2.65477945672791,2.64815798705625,2.64,2.17,
1622471238.16359,2.64815798705625,2.64450305813233,2.65,2.18,
1622471238.17991,2.64450305813233,2.64696578964768,2.65,2.18,
1622471238.18841,2.64696578964768,2.64832517194401,2.65,2.18,
1622471238.19526,2.6776230710246,2.66524742485609,2.65,2.18,
1622471238.20325,2.66524742485609,2.65841629681708,2.65,2.18,
1622471238.21174,2.65841629681708,2.65464564034791,2.65,2.18,
1622471238.22169,2.65464564034791,2.65256430764161,2.65,2.18,
1622471238.23112,2.65256430764161,2.65141545044136,2.65,2.18,
1622471238.24186,2.65031017758265,2.65017121229494,2.65,2.18,
1622471238.25122,2.65017121229494,2.65009450602358,2.65,2.18,
1622471238.26442,2.65009450602358,2.65005216557897,2.65,2.18,
1622471238.27491,2.65005216557897,2.65002879443581,2.76,2.14,
1622471238.28364,2.65002879443581,2.69929792629933,2.76,2.14,
1622471238.29195,2.72806255978803,2.74237112306252,2.76,2.14,
1622471238.30241,2.74237112306252,2.75026918563247,2.76,2.14,
1622471238.31281,2.75026918563247,2.75462877025058,2.76,2.14,
1622471238.32273,2.75462877025058,2.75703518041437,2.76,2.14,
1622471238.33196,2.75703518041437,2.75836347436519,2.76,2.14,
1622471238.34298,2.78492991882045,2.77376085459668,2.76,2.14,
1622471238.38619,2.77376085459668,2.76311555274418,2.75,2.18,
1622471238.3991,2.76311555274418,2.75723954279866,2.75,2.18,
1622471238.40839,2.75723954279866,2.75399609387084,2.75,2.18,
1622471238.41699,2.75399609387084,2.75220576998695,2.75,2.18,
1622471238.43016,2.77809797470806,2.76550956291529,2.75,2.18,
1622471238.43874,2.76550956291529,2.75856099218263,2.75,2.18,
1622471238.45022,2.75856099218263,2.75472550951637,2.75,2.18,
1622471238.46032,2.75472550951637,2.75260839394698,2.75,2.18,
1622471238.47988,2.75260839394698,2.7559199700222,2.76,2.19,
1622471238.48953,2.78067484334404,2.77141213154826,2.76,2.19,
1622471238.4963,2.77141213154826,2.76629928577004,2.76,2.19,
1622471238.50351,2.76629928577004,2.76347708936273,2.76,2.19,
1622471238.51782,2.76347708936273,2.76191928908734,2.76,2.19,
1622471238.5252,2.76191928908734,2.76105941211642,2.76,2.19,
1622471238.53165,2.78478223325734,2.77367933489441,2.76,2.19,
1622471238.54112,2.77367933489441,2.76755074012944,2.76,2.19,
1622471238.54989,2.76755074012944,2.76416786904791,2.76,2.19,
1622471238.56199,2.76416786904791,2.76230058671106,2.76,2.19,
1622471238.5677,2.75807401748287,2.758936893234,2.76,2.19,
1622471238.57238,2.758936893234,2.75941318470657,2.78,2.22,
1622471238.57779,2.75941318470657,2.76863645830931,2.78,2.22,
1622471238.58576,2.76863645830931,2.77372753493362,2.78,2.22,
1622471238.59288,2.77372753493362,2.77653771517016,2.78,2.22,
1622471238.5992,2.79985960285322,2.79096213385929,2.78,2.22,
1622471238.60554,2.79096213385929,2.78605089535965,2.78,2.22,
1622471238.61182,2.78605089535965,2.78333998244533,2.78,2.22,
1622471238.64958,2.78333998244533,2.78184360860205,2.78,2.22,
1622471238.65705,2.78184360860205,2.78101763788678,2.78,2.22,
1622471238.66372,2.80347653124114,2.79295861150493,2.8,2.23,
1622471238.67931,2.79295861150493,2.79611328364375,2.8,2.23,
1622471238.69378,2.79611328364375,2.7978546043803,2.8,2.23,
1622471238.70086,2.7978546043803,2.79881578125514,2.8,2.23,
1622471238.70956,2.79881578125514,2.79934633313185,2.8,2.23,
1622471238.71695,2.82100364822255,2.81159362576638,2.8,2.23,
1622471238.7382,2.81159362576638,2.80639946722524,2.8,2.23,
1622471238.74322,2.80639946722524,2.80353238767511,2.8,2.23,
1622471238.75815,2.80353238767511,2.8019498127341,2.8,2.23,
1622471238.76955,2.8019498127341,2.8010762606055,2.8,2.23,
1622471238.78195,2.821984478699,2.85693687361602,2.9,2.21,
1622471238.78883,2.85693687361602,2.87622994984796,2.9,2.21,
1622471238.79769,2.87622994984796,2.88687937147915,2.9,2.21,
1622471238.80594,2.88687937147915,2.89275765546639,2.9,2.21,
1622471238.81414,2.89275765546639,2.89600235962324,2.9,2.21,
1622471238.82194,2.9161253665807,2.90890090442866,2.9,2.21,
1622471238.83076,2.90890090442866,2.90491313479614,2.9,2.21,
1622471238.83857,2.90491313479614,2.90271195963495,2.9,2.21,
1622471238.8454,2.90271195963495,2.90149695161374,2.9,2.21,
1622471238.85323,2.90149695161374,2.90082628963388,2.9,2.21,
1622471238.86697,2.89708630173446,2.89839169238939,2.9,2.21,
1622471238.87918,2.89839169238939,2.97527538474473,3.07,2.08,
1622471238.88745,2.97527538474473,3.01771376246179,3.07,2.08,
1622471238.89759,3.01771376246179,3.04113896289222,3.07,2.08,
1622471238.90489,3.04113896289222,3.05406924073801,3.07,2.08,
1622471238.9113,3.07560946229345,3.07309631954848,3.07,2.08,
1622471238.91904,3.07309631954848,3.07170911118477,3.07,2.08,
1622471238.92683,3.07170911118477,3.07094339779735,3.07,2.08,
1622471238.93711,3.07094339779735,3.07052073815441,3.07,2.08,
1622471238.94574,3.07052073815441,3.07028743784035,3.07,2.08,
1622471238.97789,3.08689523727,3.13308807588298,3.19,1.99,
1622471238.98603,3.13308807588298,3.1585856693625,3.19,1.99,
1622471238.99113,3.1585856693625,3.17265986988292,3.19,1.99,
1622471238.99778,3.17265986988292,3.18042856854259,3.19,1.99,
1622471239.02194,3.18042856854259,3.1847167466723,3.19,1.99,
1622471239.03079,3.20188406957062,3.1965597868391,3.19,1.99,
1622471239.04125,3.1965597868391,3.19362088113997,3.19,1.99,
1622471239.05006,3.19362088113997,3.19199865949175,3.19,1.99,
1622471239.06002,3.19199865949175,3.19110322311325,3.19,1.99,
1622471239.0787,3.19110322311325,3.16372785024716,3.13,2.01,
1622471239.0865,3.17932975928317,3.15722911573335,3.13,2.01,
1622471239.09363,3.15722911573335,3.14502996881384,3.13,2.01,
1622471239.10166,3.14502996881384,3.13829626509935,3.13,2.01,
1622471239.11024,3.13829626509935,3.13457938505737,3.13,2.01,
1622471239.11829,3.13457938505737,3.13252773594533,3.13,2.01,
1622471239.12708,3.14647565701394,3.13909425827603,3.13,2.01,
1622471239.13472,3.13909425827603,3.13501986254759,3.13,2.01,
1622471239.14246,3.13501986254759,3.1327708713819,3.13,2.01,
1622471239.14978,3.1327708713819,3.13152946980963,3.13,2.01,
1622471239.16025,3.13152946980963,3.13084423907723,3.19,2.02,
1622471239.17821,3.12621046900589,3.15478935743343,3.19,2.02,
1622471239.18722,3.15478935743343,3.17056437583676,3.19,2.02,
1622471239.19311,3.17056437583676,3.17927189454437,3.19,2.02,
1622471239.20151,3.17927189454437,3.18407828399539,3.19,2.02,
1622471239.20782,3.18407828399539,3.186731322172,3.19,2.02,
1622471239.21703,3.19968727599181,3.19534719737041,3.19,2.02,
1622471239.22638,3.19534719737041,3.19295155415643,3.19,2.02,
1622471239.23141,3.19295155415643,3.19162920336297,3.19,2.02,
1622471239.24149,3.19162920336297,3.19089929015605,3.19,2.02,
1622471239.2526,3.19089929015605,3.19049639155132,3.19,2.02,
1622471239.28313,3.20194820436758,3.21003574232648,3.22,2.04,
1622471239.29013,3.21003574232648,3.21449991385866,3.22,2.04,
1622471239.29645,3.21449991385866,3.21696405406671,3.22,2.04,
1622471239.30489,3.21696405406671,3.21832421393538,3.22,2.04,
1622471239.32608,3.21832421393538,3.21907499705328,3.22,2.04,
1622471239.33215,3.22912315005814,3.22503581027752,3.22,2.04,
1622471239.3432,3.22503581027752,3.22277967423418,3.22,2.04,
1622471239.3518,3.22277967423418,3.22153432882145,3.22,2.04,
1622471239.36277,3.22153432882145,3.23428747542637,3.25,2.05,
1622471239.38281,3.23428747542637,3.24132697673178,3.25,2.05,
1622471239.39043,3.25009269404528,3.25005116540042,3.25,2.05,
1622471239.39869,3.25005116540042,3.25002824235573,3.25,2.05,
1622471239.4094,3.25002824235573,3.25001558925857,3.25,2.05,
1622471239.41936,3.25001558925857,3.25000860498271,3.25,2.05,
1622471239.42822,3.25000860498271,3.25000474979148,3.25,2.05,
1622471239.43481,3.25762586034695,3.25420933402009,3.25,2.05,
1622471239.4425,3.25420933402009,3.25232347460963,3.25,2.05,
1622471239.45023,3.25232347460963,3.25128251505721,3.25,2.05,
1622471239.45847,3.25128251505721,3.2507079246165,3.25,2.05,
1622471239.4756,3.2507079246165,3.26831150032824,3.29,2.03,
1622471239.48251,3.26415406833833,3.27573352323874,3.29,2.03,
1622471239.49058,3.27573352323874,3.28212516840779,3.29,2.03,
1622471239.49959,3.28212516840779,3.28565323845239,3.29,2.03,
1622471239.50922,3.28565323845239,3.28760066793422,3.29,2.03,
1622471239.51828,3.28760066793422,3.2886756130285,3.29,2.03,
1622471239.52758,3.29735751244975,3.29406121093869,3.29,2.03,
1622471239.53578,3.29406121093869,3.29224171340534,3.29,2.03,
1622471239.54221,3.29224171340534,3.29123738438302,3.29,2.03,
1622471239.54858,3.29123738438302,3.29068301331815,3.29,2.03,
1622471239.55892,3.29068301331815,3.29037701073262,3.29,2.03,
1622471239.56837,3.29498210388169,3.29275002929593,3.31,2.02,
1622471239.57577,3.29275002929593,3.30047833487284,3.31,2.02,
1622471239.58497,3.30047833487284,3.30474421676714,3.31,2.02,
1622471239.59149,3.30474421676714,3.30709890475857,3.31,2.02,
1622471239.59821,3.30709890475857,3.30839864902586,3.31,2.02,
1622471239.63748,3.31371146714591,3.31204866129341,3.31,2.02,
1622471239.64389,3.31204866129341,3.31113082318396,3.31,2.02,
1622471239.65124,3.31113082318396,3.31062419350505,3.31,2.02,
1622471239.65914,3.31062419350505,3.31034454328251,3.31,2.02,
1622471239.67309,3.31034454328251,3.31019018152634,3.37,1.96,
1622471239.68683,3.3147647887087,3.33951118386422,3.37,1.96,
1622471239.69312,3.33951118386422,3.35317073678855,3.37,1.96,
1622471239.6997,3.35317073678855,3.36071055763599,3.37,1.96,
1622471239.70556,3.36071055763599,3.36487239944197,3.37,1.96,
1622471239.71334,3.36487239944197,3.36716965922685,3.37,1.96,
1622471239.72207,3.37110404554174,3.37060941274127,3.37,1.96,
1622471239.73424,3.37060941274127,3.37033638457399,3.37,1.96,
1622471239.74204,3.37033638457399,3.37018567806998,3.37,1.96,
1622471239.74878,3.37018567806998,3.37010249086414,3.37,1.96,
1622471239.7585,3.37010249086414,3.37005657306344,3.37,1.96,
1622471239.77283,3.36775102866442,3.37771897888317,3.39,1.93,
1622471239.78393,3.37771897888317,3.38322110324127,3.39,1.93,
1622471239.79128,3.38322110324127,3.38625817423255,3.39,1.93,
1622471239.80137,3.38625817423255,3.38793458130839,3.39,1.93,
1622471239.81202,3.39164374884893,3.39090731899556,3.39,1.93,
1622471239.82252,3.39090731899556,3.3905008233224,3.39,1.93,
1622471239.83281,3.3905008233224,3.39027644522101,3.39,1.93,
1622471239.84202,3.39027644522101,3.39015259265454,3.39,1.93,
1622471239.84993,3.39015259265454,3.39008422832608,3.39,1.93,
1622471239.86015,3.39309352524925,3.39170756878323,3.39,1.93,
1622471239.87639,3.39170756878323,3.39094254642019,3.39,1.93,
1622471239.88512,3.39094254642019,3.39052026820995,3.39,1.93,
1622471239.89406,3.39052026820995,3.39028717843969,3.39,1.93,
1622471239.90479,3.39028717843969,3.39015851719295,3.39,1.93,
1622471239.91079,3.39280061673595,3.3915458886955,3.39,1.93,
1622471239.91862,3.3915458886955,3.39085330199888,3.39,1.93,
1622471239.9271,3.39085330199888,3.39047100693822,3.39,1.93,
1622471239.96261,3.39047100693822,3.39025998712782,3.39,1.93,
1622471239.97499,3.39025998712782,3.38118313858158,3.37,1.97,
1622471239.98138,3.38395339444649,3.37770201593881,3.37,1.97,
1622471239.98695,3.37770201593881,3.37425137049979,3.37,1.97,
1622471239.99361,3.37425137049979,3.37234667796977,3.37,1.97,
1622471240.0057,3.37234667796977,3.37129532288331,3.37,1.97,
1622471240.01298,3.37129532288331,3.37071499429988,3.37,1.97,
1622471240.02253,3.37217356249615,3.37119976634027,3.37,1.97,
1622471240.03111,3.37119976634027,3.37066224885357,3.37,1.97,
1622471240.04197,3.37066224885357,3.3703655491318,3.37,1.97,
1622471240.05314,3.3703655491318,3.37020177636706,3.37,1.97,
1622471240.05799,3.37020177636706,3.3701113768267,3.37,1.97,
1622471240.07505,3.36936717352455,3.36517050672253,3.36,2,
1622471240.08691,3.36517050672253,3.36285402418324,3.36,2,
1622471240.09427,3.36285402418324,3.36157536861969,3.36,2,
1622471240.09961,3.36157536861969,3.36086957437237,3.36,2,
1622471240.10698,3.36086957437237,3.36047998898775,3.36,2,
1622471240.11499,3.36218067447913,3.36120369202347,3.36,2,
1622471240.12514,3.36120369202347,3.36066441575817,3.36,2,
1622471240.13009,3.36066441575817,3.36036674522311,3.36,2,
1622471240.13784,3.36036674522311,3.36020243658736,3.36,2,
1622471240.1453,3.36020243658736,3.36011174125611,3.36,2,
1622471240.18268,3.36154500682448,3.36533299997717,3.37,1.99,
1622471240.19224,3.36533299997717,3.36742390221246,3.37,1.99,
1622471240.19882,3.36742390221246,3.36857804161592,3.37,1.99,
1622471240.20569,3.36857804161592,3.36921510524335,3.37,1.99,
1622471240.21303,3.36921510524335,3.36956675259564,3.37,1.99,
1622471240.22606,3.37077612927391,3.37042840901984,3.37,1.99,
1622471240.23703,3.37042840901984,3.37023647386389,3.37,1.99,
1622471240.2417,3.37023647386389,3.3701305292039,3.37,1.99,
1622471240.24843,3.3701305292039,3.37007204970896,3.37,1.99,
1622471240.25604,3.37007204970896,3.3700397701082,3.37,1.99,
1622471240.26216,3.37111827662407,3.37061726803579,3.37,1.99,
1622471240.27632,3.37061726803579,3.37034072055143,3.37,1.99,
1622471240.2866,3.37034072055143,3.37018807144941,3.37,1.99,
1622471240.29609,3.37018807144941,3.37010381196537,3.37,1.99,
1622471240.30044,3.37010381196537,3.37005730228691,3.37,1.99,
1622471240.31018,3.37091946396155,3.37050752711924,3.37,1.99,
1622471240.31944,3.37050752711924,3.37028014559301,3.37,1.99,
1622471240.35404,3.37028014559301,3.37015463519152,3.37,1.99,
1622471240.36153,3.37015463519152,3.37008535576876,3.37,1.99,
1622471240.37134,3.37008535576876,3.32076508250461,3.26,2.02,
1622471240.38246,3.32100058420988,3.29367119546881,3.26,2.02,
1622471240.39063,3.29367119546881,3.2785858778073,3.26,2.02,
1622471240.40171,3.2785858778073,3.27025906116662,3.26,2.02,
1622471240.40866,3.27025906116662,3.2656628122229,3.26,2.02,
1622471240.41558,3.2656628122229,3.26312576772387,3.26,2.02,
1622471240.42219,3.26383859666492,3.26211883443912,3.26,2.02,
1622471240.43196,3.26211883443912,3.26116955746391,3.26,2.02,
1622471240.4408,3.26116955746391,3.26064557411194,3.26,2.02,
1622471240.45009,3.26064557411194,3.2603563449825,3.26,2.02,
1622471240.46134,3.2603563449825,3.2601966958467,3.27,2.04,
1622471240.48306,3.260766391526,3.2649032187177,3.27,2.04,
1622471240.48941,3.2649032187177,3.26718667089765,3.27,2.04,
1622471240.49628,3.26718667089765,3.26844709431311,3.27,2.04,
1622471240.50099,3.26844709431311,3.26914282475151,3.27,2.04,
1622471240.52639,3.26914282475151,3.26952685509956,3.27,2.04,
1622471240.53168,3.2700644937065,3.27003559933443,3.27,2.04,
1622471240.53865,3.27003559933443,3.27001965017489,3.27,2.04,
1622471240.54609,3.27001965017489,3.27001084653349,3.27,2.04,
1622471240.55209,3.27001084653349,3.27000598708609,3.27,2.04,
1622471240.57652,3.27000598708609,3.2789636742705,3.29,2.03,
1622471240.58347,3.27935275358836,3.28412291669376,3.29,2.03,
1622471240.59296,3.28412291669376,3.28675595859689,3.29,2.03,
1622471240.60177,3.28675595859689,3.2882093490807,3.29,2.03,
1622471240.61115,3.2882093490807,3.28901159377568,3.29,2.03,
1622471240.61909,3.28901159377568,3.28945441802546,3.29,2.03,
1622471240.62751,3.28978218290559,3.28987976898816,3.29,2.03,
1622471240.63472,3.28987976898816,3.28993363470279,3.29,2.03,
1622471240.6438,3.28993363470279,3.28996336758207,3.29,2.03,
1622471240.65109,3.28996336758207,3.2899797795821,3.29,2.03,
1622471240.66629,3.2899797795821,3.2899888387029,3.29,2.03,
