time,speed,distance,x,y,uwb_x,uwb_y,time_in_sec
2021-04-22 16:14:14,0.5,2,1.9199999999999999,2.3399999999999999,1.92,2.34,1619100854.937954
2021-04-22 16:14:14,0.5,2,1.9199999999999999,2.3399999999999999,1.92,2.34,1619100854.951296
2021-04-22 16:14:14,0.5,2,1.9199999999999999,2.3399999999999999,1.91,2.34,1619100854.966246
2021-04-22 16:14:14,0.5,2,1.9099999999999999,2.3399999999999999,1.91,2.34,1619100855.003824
2021-04-22 16:14:14,0.5,2,1.9099999999999999,2.3399999999999999,1.91,2.34,1619100855.016577
2021-04-22 16:14:14,0.5,2,1.9099999999999999,2.3399999999999999,1.91,2.34,1619100855.0265
2021-04-22 16:14:14,0.5,2,1.9099999999999999,2.3399999999999999,1.91,2.34,1619100855.036098
2021-04-22 16:14:14,0.5,2,1.9099999999999999,2.3399999999999999,1.91,2.34,1619100855.055916
2021-04-22 16:14:14,0.5,2,1.9099999999999999,2.3399999999999999,1.91,2.34,1619100855.067853
2021-04-22 16:14:14,0.5,2,1.9099999999999999,2.3399999999999999,1.91,2.34,1619100855.078053
2021-04-22 16:14:14,0.5,2,1.9099999999999999,2.3399999999999999,1.9,2.32,1619100855.088638
2021-04-22 16:14:14,0.5,2,1.8999999999999999,2.3199999999999998,1.9,2.32,1619100855.10061
2021-04-22 16:14:14,0.5,2,1.8999999999999999,2.3199999999999998,1.9,2.32,1619100855.110959
2021-04-22 16:14:14,0.5,2,1.8999999999999999,2.3199999999999998,1.9,2.32,1619100855.123819
2021-04-22 16:14:14,0.5,2,1.8999999999999999,2.3199999999999998,1.9,2.32,1619100855.134709
2021-04-22 16:14:14,0.5,2,1.8999999999999999,2.3199999999999998,1.9,2.32,1619100855.154123
2021-04-22 16:14:14,0.5,2,1.8999999999999999,2.3199999999999998,1.9,2.32,1619100855.169993
2021-04-22 16:14:14,0.5,2,1.8999999999999999,2.3199999999999998,1.89,2.32,1619100855.184659
2021-04-22 16:14:14,0.5,2,1.8899999999999999,2.3199999999999998,1.89,2.32,1619100855.198518
2021-04-22 16:14:14,0.5,2,1.8899999999999999,2.3199999999999998,1.89,2.32,1619100855.210188
2021-04-22 16:14:14,0.5,2,1.8899999999999999,2.3199999999999998,1.89,2.32,1619100855.221715
2021-04-22 16:14:14,0.5,2,1.8899999999999999,2.3199999999999998,1.89,2.32,1619100855.234675
2021-04-22 16:14:14,0.5,2,1.8899999999999999,2.3199999999999998,1.89,2.32,1619100855.249668
2021-04-22 16:14:14,0.5,2,1.8899999999999999,2.3199999999999998,1.89,2.32,1619100855.262336
2021-04-22 16:14:14,0.5,2,1.8899999999999999,2.3199999999999998,1.89,2.32,1619100855.2748
2021-04-22 16:14:14,0.5,2,1.8899999999999999,2.3199999999999998,1.91,2.32,1619100855.290233
2021-04-22 16:14:14,0.5,2,1.9099999999999999,2.3199999999999998,1.91,2.32,1619100855.305262
2021-04-22 16:14:14,0.5,2,1.9099999999999999,2.3199999999999998,1.91,2.32,1619100855.316859
2021-04-22 16:14:14,0.5,2,1.9099999999999999,2.3199999999999998,1.91,2.32,1619100855.328751
2021-04-22 16:14:14,0.5,2,1.9099999999999999,2.3199999999999998,1.91,2.32,1619100855.339869
2021-04-22 16:14:14,0.5,2,1.9099999999999999,2.3199999999999998,1.91,2.32,1619100855.355777
2021-04-22 16:14:14,0.5,2,1.9099999999999999,2.3199999999999998,1.91,2.32,1619100855.366936
2021-04-22 16:14:14,0.5,2,1.9099999999999999,2.3199999999999998,1.94,2.31,1619100855.379281
2021-04-22 16:14:14,0.5,2,1.9399999999999999,2.3100000000000001,1.94,2.31,1619100855.393173
2021-04-22 16:14:14,0.5,2,1.9399999999999999,2.3100000000000001,1.94,2.31,1619100855.405336
2021-04-22 16:14:14,0.5,2,1.9399999999999999,2.3100000000000001,1.94,2.31,1619100855.418248
2021-04-22 16:14:14,0.5,2,1.9399999999999999,2.3100000000000001,1.94,2.31,1619100855.429977
2021-04-22 16:14:14,0.5,2,1.9399999999999999,2.3100000000000001,1.94,2.31,1619100855.441564
2021-04-22 16:14:14,0.5,2,1.9399999999999999,2.3100000000000001,1.94,2.31,1619100855.457075
2021-04-22 16:14:14,0.5,2,1.9399999999999999,2.3100000000000001,1.94,2.31,1619100855.468803
2021-04-22 16:14:14,0.5,2,1.9399999999999999,2.3100000000000001,1.98,2.31,1619100855.481128
2021-04-22 16:14:14,0.5,2,1.98,2.3100000000000001,1.98,2.31,1619100855.496424
2021-04-22 16:14:14,0.5,2,1.98,2.3100000000000001,1.98,2.31,1619100855.508953
2021-04-22 16:14:14,0.5,2,1.98,2.3100000000000001,1.98,2.31,1619100855.520231
2021-04-22 16:14:14,0.5,2,1.98,2.3100000000000001,1.98,2.31,1619100855.533061
2021-04-22 16:14:14,0.5,2,1.98,2.3100000000000001,1.98,2.31,1619100855.544398
2021-04-22 16:14:14,0.5,2,1.98,2.3100000000000001,1.98,2.31,1619100855.560427
2021-04-22 16:14:14,0.5,2,1.98,2.3100000000000001,1.98,2.31,1619100855.572471
2021-04-22 16:14:14,0.5,2,1.98,2.3100000000000001,2.02,2.3,1619100855.584799
2021-04-22 16:14:14,0.5,2,2.02,2.2999999999999998,2.02,2.3,1619100855.598694
2021-04-22 16:14:14,0.5,2,2.02,2.2999999999999998,2.02,2.3,1619100855.610045
2021-04-22 16:14:14,0.5,2,2.02,2.2999999999999998,2.02,2.3,1619100855.621556
2021-04-22 16:14:14,0.5,2,2.02,2.2999999999999998,2.02,2.3,1619100855.634333
