x,y,z,q,,act_x,act_y,dist,forward,lateral
4332,3740,4294967250,66,,4.216,3.891,0.190412709659833,0.116,-0.151
4319,3726,4294967274,71,,,,0.194509639863941,0.103,-0.165
4308,3719,23,73,,,,0.195058965443786,0.092,-0.172
4308,3715,40,71,,,,0.198595065396903,0.092,-0.176
4298,3715,45,71,,,,0.194164878389476,0.082,-0.176
4293,3729,39,69,,,,0.17936833611315,0.077,-0.162
4294,3726,26,69,,,,0.182507534091061,0.077999999999999,-0.165
4293,3731,36,70,,,,0.177564072942699,0.077,-0.16
4302,3748,0,66,,,,0.166868211472407,0.085999999999999,-0.143
4304,3735,4,70,,,,0.179108905417905,0.088,-0.156
4294,3717,28,72,,,,0.190682982984848,0.077999999999999,-0.174
4290,3722,3,68,,,,0.184491192201687,0.074,-0.169
4287,3709,19,71,,,,0.195358644548942,0.071,-0.182
4281,3695,19,70,,,,0.206496973343437,0.065,-0.196
4305,3700,4294967279,66,,,,0.210717820793591,0.089,-0.191
4299,3717,4294967295,70,,,,0.192782260594693,0.083,-0.174
4296,3701,6,71,,,,0.206155281280883,0.08,-0.19
4329,3742,50,71,,,,0.187002673777676,0.113,-0.149
4309,3733,63,72,,,,0.18333848477611,0.093,-0.158
4301,3716,67,72,,,,0.194550764583437,0.085,-0.175
4291,3713,58,70,,,,0.193155377869735,0.075,-0.178
4293,3725,32,68,,,,0.182989070711887,0.077,-0.166
4302,3723,26,69,,,,0.188732615093417,0.085999999999999,-0.168
4302,3723,18,69,,,,0.188732615093417,0.085999999999999,-0.168
4316,3722,4294967295,68,,,,0.196369549574266,0.1,-0.169
4308,3717,4,70,,,,0.196824795185972,0.092,-0.174
4295,3710,18,71,,,,0.197489240213233,0.079,-0.181
4295,3711,21,70,,,,0.196573141603832,0.079,-0.18
4287,3712,20,70,,,,0.192566871501824,0.071,-0.179
4278,3699,13,70,,,,0.201762236307987,0.061999999999999,-0.192
4278,3689,35,72,,,,0.211300733552915,0.061999999999999,-0.202
4279,3687,30,70,,,,0.213506440183897,0.063,-0.204
4286,3680,31,71,,,,0.222308344422786,0.069999999999999,-0.211
4281,3687,15,69,,,,0.214105114371423,0.065,-0.204
4283,3689,13,70,,,,0.212821521468107,0.067,-0.202
4304,3710,4294967284,66,,,,0.201258540191466,0.088,-0.181
4296,3727,4294967295,69,,,,0.182471915647313,0.08,-0.164
4301,3715,12,71,,,,0.195450761062729,0.085,-0.176
4304,3724,19,70,,,,0.18876705220986,0.088,-0.167
4312,3731,4294967291,67,,,,0.18659046063505,0.096,-0.16
4300,3699,9,72,,,,0.209570990358876,0.084,-0.192
4304,3725,4294967276,66,,,,0.187882942280559,0.088,-0.166
4296,3709,2,71,,,,0.198806438527529,0.08,-0.182
4288,3718,2,69,,,,0.187384631173424,0.072,-0.173
4289,3701,14,71,,,,0.203541150630529,0.073,-0.19
4284,3686,52,74,,,,0.215983795688473,0.068,-0.205
4290,3671,61,72,,,,0.232112041910798,0.074,-0.22
4279,3660,77,73,,,,0.239436839270819,0.063,-0.231
4282,3667,68,70,,,,0.233520877011029,0.066,-0.224
4289,3680,55,69,,,,0.223271135617661,0.073,-0.211
4289,3680,59,71,,,,0.223271135617661,0.073,-0.211
4289,3692,49,70,,,,0.211966978560341,0.073,-0.199
4294,3708,32,68,,,,0.198929635801204,0.077999999999999,-0.183
4284,3714,45,71,,,,0.189612763283488,0.068,-0.177
4296,3717,49,70,,,,0.191509790872425,0.08,-0.174
4284,3694,58,72,,,,0.208405854044458,0.068,-0.197
4294,3681,33,69,,,,0.224017856431133,0.077999999999999,-0.21
4293,3664,55,73,,,,0.23970398411374,0.077,-0.227
4302,3657,62,72,,,,0.249303028461348,0.085999999999999,-0.234
4300,3663,53,70,,,,0.242981480775799,0.084,-0.228
4304,3669,53,71,,,,0.238805360073848,0.088,-0.222
4303,3689,39,69,,,,0.219938627803303,0.087,-0.202
4307,3698,41,70,,,,0.213377599574088,0.091,-0.193
4321,3727,6,66,,,,0.194733150747375,0.105,-0.164
4316,3695,37,73,,,,0.220036360631601,0.1,-0.196
4324,3719,4294967287,65,,,,0.203096036396578,0.108,-0.172
4315,3720,17,71,,,,0.197590485600901,0.099,-0.171
4311,3722,14,69,,,,0.19387109119206,0.095,-0.169
4296,3722,9,69,,,,0.186978608402138,0.08,-0.169
4295,3710,9,70,,,,0.197489240213233,0.079,-0.181
4293,3704,10,70,,,,0.202232539419352,0.077,-0.187
4282,3687,10,70,,,,0.214410820622468,0.066,-0.204
4277,3666,17,71,,,,0.233122285506985,0.061,-0.225
4285,3709,1,67,,,,0.194640694614461,0.069,-0.182
4294,3714,0,69,,,,0.193424403837778,0.077999999999999,-0.177
4285,3682,22,73,,,,0.22009543384632,0.069,-0.209
4288,3708,17,68,,,,0.196654519398868,0.072,-0.183
4296,3697,48,73,,,,0.20984756372186,0.08,-0.194
4294,3724,41,69,,,,0.184317660575431,0.077999999999999,-0.167
4289,3734,22,68,,,,0.173141560579775,0.073,-0.157
4284,3733,4,68,,,,0.172011627513956,0.068,-0.158
4289,3739,8,69,,,,0.168620876524824,0.073,-0.152
4297,3714,10,70,,,,0.1946535383701,0.081,-0.177
4304,3708,6,69,,,,0.203059104696145,0.088,-0.183
4307,3700,6,70,,,,0.21157031927943,0.091,-0.191
4308,3716,8,69,,,,0.197709382680741,0.092,-0.175
4307,3725,6,69,,,,0.189306629572237,0.091,-0.166
4300,3707,11,70,,,,0.202267150076328,0.084,-0.184
4298,3729,4,68,,,,0.181570922782256,0.082,-0.162
4305,3723,29,71,,,,0.190118384171547,0.089,-0.168
4308,3714,43,71,,,,0.19948182874638,0.092,-0.177
4306,3691,53,72,,,,0.219317121994613,0.09,-0.2
4297,3710,41,69,,,,0.198297755912668,0.081,-0.181
4297,3718,28,69,,,,0.191023558756505,0.081,-0.173
4299,3755,4294967263,65,,,,0.15932670836994,0.083,-0.136
4297,3737,4294967286,71,,,,0.17400287353949,0.081,-0.154
4294,3750,4294967268,67,,,,0.161136588023949,0.077999999999999,-0.141
4299,3733,4294967279,70,,,,0.178474087755058,0.083,-0.158
4297,3724,4294967290,70,,,,0.185607111932705,0.081,-0.167
4304,3724,4294967279,69,,,,0.18876705220986,0.088,-0.167
4322,3724,4294967261,67,,,,0.197800404448525,0.106,-0.167
4321,3733,4294967231,65,,,,0.18970766985022,0.105,-0.158
4317,3715,4294967273,72,,,,0.202921166958994,0.101,-0.176
4314,3695,9,72,,,,0.219134661794979,0.098,-0.196
4331,3712,4294967288,67,,,,0.212758078577524,0.115,-0.179
4323,3712,12,71,,,,0.208542561603141,0.107,-0.179
4312,3734,20,69,,,,0.184024454896625,0.096,-0.157
4309,3727,16,69,,,,0.188533816595326,0.093,-0.164
