x,y,z,q,,act_x,act_y,dist,forward,lateral
3223,2541,4294966943,64,,3.207,2.902,0.361354396680046,0.016,-0.361
3226,2525,4294966952,65,,,,0.377478476207585,0.019,-0.377
3223,2516,4294966943,64,,,,0.386331463901143,0.016,-0.386
3232,2522,4294966928,63,,,,0.380821480486593,0.025,-0.38
3239,2522,4294966931,64,,,,0.381344988166883,0.032,-0.38
3235,2509,4294966929,64,,,,0.393996192875008,0.028,-0.393
3249,2537,4294966931,64,,,,0.367408492008555,0.042,-0.365
3256,2551,4294966971,68,,,,0.354403724585394,0.049,-0.351
3262,2547,4294966972,65,,,,0.359235298933721,0.055,-0.355
3259,2552,4294966964,64,,,,0.353841772548126,0.052,-0.35
3246,2527,4294966966,65,,,,0.377022545744946,0.039,-0.375
3251,2541,4294966960,65,,,,0.363671555115327,0.044,-0.361
3253,2546,4294966956,65,,,,0.358959607755525,0.046,-0.356
3249,2538,4294966960,65,,,,0.366415065192467,0.042,-0.364
3243,2544,4294966946,63,,,,0.359805503015171,0.036,-0.358
3240,2542,4294966947,65,,,,0.361509335979031,0.033,-0.36
3252,2547,4294966959,66,,,,0.357840746701658,0.045,-0.355
3244,2543,4294966941,63,,,,0.360901648652372,0.037,-0.359
3248,2539,4294966937,64,,,,0.365308089152157,0.041,-0.363
3242,2541,4294966927,63,,,,0.362692707398426,0.035,-0.361
3238,2528,4294966935,65,,,,0.375282560212968,0.031,-0.374
3226,2557,4294966932,63,,,,0.345522792301753,0.019,-0.345
3221,2556,4294966919,63,,,,0.346283121159551,0.014,-0.346
3217,2542,4294966912,63,,,,0.360138862107382,0.01,-0.36
3223,2543,4294966914,64,,,,0.35935636908228,0.016,-0.359
3216,2527,4294966917,64,,,,0.375107984452477,0.009,-0.375
3209,2515,4294966903,62,,,,0.387005167924151,0.002,-0.387
3216,2523,4294966898,63,,,,0.37910684509779,0.009,-0.379
3227,2519,4294966899,64,,,,0.383521837709406,0.02,-0.383
3228,2521,4294966906,64,,,,0.381578301269871,0.021,-0.381
3238,2521,4294966910,64,,,,0.382259074450823,0.031,-0.381
3242,2510,4294966928,65,,,,0.393559398312377,0.035,-0.392
3242,2516,4294966899,61,,,,0.387583539382157,0.035,-0.386
3252,2530,4294966901,64,,,,0.374711889322984,0.045,-0.372
3255,2529,4294966917,65,,,,0.376075790233831,0.048,-0.373
3264,2538,4294966928,65,,,,0.368435883160151,0.057,-0.364
3256,2550,4294966965,68,,,,0.355394147391316,0.049,-0.352
3260,2545,4294966949,64,,,,0.360912731834165,0.053,-0.357
3260,2534,4294966940,64,,,,0.371796987615554,0.053,-0.368
