x,y,z,q,,act_x,act_y,dist,forward,lateral
4028,988,49,64,,,,0.236698119975635,-0.201000000000001,0.125
4037,984,55,64,,,,0.226947130407062,-0.192,0.121
4039,990,77,66,,,,0.228536649139695,-0.19,0.127
4043,1007,89,67,,,,0.235227549406952,-0.186,0.144
4042,1033,83,66,,,,0.252723168704415,-0.187,0.17
4036,1019,70,64,,,,0.248163252718851,-0.193000000000001,0.156
4041,1001,75,64,,,,0.233212349587237,-0.188,0.138
4039,987,51,62,,,,0.226883229878279,-0.19,0.124
4052,978,48,63,,,,0.211078184566762,-0.177000000000001,0.115
4092,916,115,64,,,,0.146894519979474,-0.137,0.053
4085,916,86,62,,,,0.153443800787129,-0.144,0.053
4070,920,69,63,,,,0.168908259123111,-0.159,0.057
4055,937,73,65,,,,0.189081992796776,-0.174,0.074
4060,950,74,65,,,,0.190078930973425,-0.169,0.087
4055,936,87,64,,,,0.188692872149427,-0.174,0.073
4050,931,71,62,,,,0.191481069560414,-0.179,0.068
4035,946,87,65,,,,0.211009478460092,-0.194,0.083
4033,963,79,65,,,,0.220036360631601,-0.196,0.1
4027,982,41,62,,,,0.234446155865265,-0.202,0.119
4034,965,27,62,,,,0.22006589922112,-0.195,0.102
4045,961,51,65,,,,0.208470621431414,-0.184,0.098
4048,969,58,65,,,,0.209754618542715,-0.181,0.106
4034,990,55,65,,,,0.23271012010654,-0.195,0.127
4026,1022,56,66,,,,0.257856549267224,-0.203,0.159
4030,1023,67,66,,,,0.255344864839691,-0.199,0.16
4036,999,65,63,,,,0.236103790736193,-0.193000000000001,0.136
4030,1000,52,64,,,,0.241598841056823,-0.199,0.137
4034,980,44,62,,,,0.227407123898967,-0.195,0.117
4032,1002,45,65,,,,0.24110163831878,-0.197,0.139
4032,1003,69,66,,,,0.241679539887016,-0.197,0.14
4036,985,71,64,,,,0.22832652057963,-0.193000000000001,0.122
4036,988,67,64,,,,0.229943471314148,-0.193000000000001,0.125
4022,1015,50,65,,,,0.256813161656485,-0.207,0.152
4024,1010,51,64,,,,0.252257804636447,-0.205,0.147
4041,979,43,62,,,,0.220907220343745,-0.188,0.116
4039,983,51,65,,,,0.224722050542443,-0.19,0.12
4027,998,33,64,,,,0.242958844251449,-0.202,0.135
4022,1010,14,63,,,,0.253885801099628,-0.207,0.147
4029,998,29,64,,,,0.241298570240273,-0.2,0.135
4035,994,52,65,,,,0.234087590444261,-0.194,0.131
4017,1012,41,65,,,,0.259123522668244,-0.212,0.149
4015,1048,38,66,,,,0.282879833144748,-0.214,0.185
4013,1054,37,65,,,,0.288334874755032,-0.216,0.191
4024,1012,49,63,,,,0.253428490900293,-0.205,0.149
4033,997,51,64,,,,0.237427883787899,-0.196,0.134
4033,991,56,64,,,,0.234093998214392,-0.196,0.128
4024,1023,46,65,,,,0.260048072478917,-0.205,0.16
4013,1045,40,65,,,,0.282453536001941,-0.216,0.182
4020,1025,60,65,,,,0.264433356443547,-0.209000000000001,0.162
4037,1006,68,64,,,,0.239401336671289,-0.192,0.143
4039,977,65,63,,,,0.221576172004122,-0.19,0.114
4041,981,64,64,,,,0.221963961038723,-0.188,0.118
4039,994,75,66,,,,0.230783448279984,-0.19,0.131
4027,994,46,62,,,,0.240759215815304,-0.202,0.131
4029,991,57,65,,,,0.237453153274493,-0.2,0.128
4034,977,54,63,,,,0.225878285808973,-0.195,0.114
4048,962,54,63,,,,0.206305598566786,-0.181,0.099
4041,966,61,65,,,,0.214366508578182,-0.188,0.103
4012,886,4294967283,58,,,,0.218215489825998,-0.217000000000001,0.023
4017,923,2,65,,,,0.220327029662726,-0.212,0.06
3997,884,4294967249,57,,,,0.232948492160821,-0.232,0.021
4012,900,4294967274,63,,,,0.220131778714479,-0.217000000000001,0.037
4020,926,4294967295,64,,,,0.218288799529431,-0.209000000000001,0.063
4030,921,18,63,,,,0.207280003859513,-0.199,0.058
4031,944,53,67,,,,0.213927557832085,-0.198,0.081
4029,964,45,64,,,,0.224055796622181,-0.2,0.101
4014,1003,37,65,,,,0.25656383221335,-0.215,0.14
4010,1035,24,65,,,,0.278469028798536,-0.219,0.172
4000,1036,13,64,,,,0.287001742154991,-0.229,0.173
4002,1061,19,66,,,,0.301219189295769,-0.227,0.198
4013,1034,22,63,,,,0.275494101570252,-0.216,0.171
4023,1011,33,64,,,,0.253653306700307,-0.206,0.148
4032,997,45,64,,,,0.238254066072334,-0.197,0.134
4037,984,53,64,,,,0.226947130407062,-0.192,0.121
4041,996,75,67,,,,0.230288948931554,-0.188,0.133
4030,1021,44,64,,,,0.254096438385114,-0.199,0.158
4029,1014,43,64,,,,0.250601276932102,-0.2,0.151
4024,994,47,63,,,,0.243281729688031,-0.205,0.131
4033,980,45,63,,,,0.228265196646357,-0.196,0.117
4035,985,72,66,,,,0.229172424170099,-0.194,0.122
4035,990,68,64,,,,0.231872809962703,-0.194,0.127
4030,988,64,64,,,,0.235002127649943,-0.199,0.125
4031,1015,68,66,,,,0.249615704634144,-0.198,0.152
4038,1006,64,64,,,,0.238600083822282,-0.191,0.143
4041,1001,70,65,,,,0.233212349587237,-0.188,0.138
4041,1001,68,64,,,,0.233212349587237,-0.188,0.138
4038,975,66,63,,,,0.221415898254845,-0.191,0.112
4045,967,68,64,,,,0.211357517017967,-0.184,0.104
4029,986,79,66,,,,0.234795655837156,-0.2,0.123
4025,984,65,63,,,,0.237185581349288,-0.204,0.121
4028,978,67,64,,,,0.231572882695708,-0.201000000000001,0.115
4033,996,86,67,,,,0.236864940419641,-0.196,0.133
4030,1004,84,65,,,,0.243889319159327,-0.199,0.141
4035,1000,83,65,,,,0.237497368406473,-0.194,0.137
4026,1034,83,67,,,,0.26542418879974,-0.203,0.171
4028,1024,87,65,,,,0.257530580708389,-0.201000000000001,0.161
4028,1028,82,65,,,,0.260049995193232,-0.201000000000001,0.165
4032,1030,85,66,,,,0.25825955935841,-0.197,0.167
4040,1006,73,63,,,,0.237002109695251,-0.189,0.143
4037,1010,81,66,,,,0.24181191037664,-0.192,0.147
4025,1026,66,65,,,,0.261122576580425,-0.204,0.163
4026,1023,71,65,,,,0.258474370102724,-0.203,0.16
4040,985,78,63,,,,0.224955551165114,-0.189,0.122
4034,1004,80,66,,,,0.240636655561866,-0.195,0.141
4032,987,80,64,,,,0.232776717048763,-0.197,0.124
4039,978,78,64,,,,0.222092323145128,-0.19,0.115
4044,949,81,63,,,,0.204012254533889,-0.185000000000001,0.086
4043,976,79,66,,,,0.217635015565051,-0.186,0.113
4037,994,77,65,,,,0.232432785983389,-0.192,0.131
4040,1009,69,65,,,,0.238824203128577,-0.189,0.146
4028,1015,62,65,,,,0.252001984119173,-0.201000000000001,0.152
4035,995,65,64,,,,0.234648673552611,-0.194,0.132
4038,1022,85,68,,,,0.248519616931943,-0.191,0.159
4031,1014,74,64,,,,0.24900803199897,-0.198,0.151
