x,y,z,q,,act_x,act_y,dist,forward,lateral
5195,824,195,63,,5.231,0.881,0.067416615162733,-0.036,-0.057
5201,820,192,63,,,,0.06797793759743,-0.03,-0.061
5197,814,204,65,,,,0.075133215025047,-0.034,-0.067
5201,826,205,63,,,,0.062649820430709,-0.03,-0.055
5204,807,202,64,,,,0.078771822373232,-0.027,-0.074
5204,801,177,61,,,,0.084433405711247,-0.027,-0.08
5203,818,171,61,,,,0.068942004612573,-0.028,-0.063
5204,821,176,63,,,,0.065795136598384,-0.027,-0.06
5207,819,194,65,,,,0.066483080554379,-0.024,-0.062
5209,817,197,63,,,,0.067675697262755,-0.022,-0.064
5206,807,190,63,,,,0.078108898340714,-0.025,-0.074
5210,800,177,62,,,,0.083677954085888,-0.021,-0.081
5213,784,174,64,,,,0.098655967888415,-0.018,-0.097
5212,788,189,64,,,,0.094921019800674,-0.019,-0.093
5219,793,179,62,,,,0.088814413244698,-0.012,-0.088
5222,795,197,65,,,,0.08646964785403,-0.008999999999999,-0.086
5216,808,202,63,,,,0.074525163535547,-0.015,-0.073
5208,796,208,65,,,,0.088056799851005,-0.023,-0.085
5216,789,190,62,,,,0.093214805690942,-0.015,-0.092
5221,784,174,62,,,,0.097514101544341,-0.01,-0.097
5217,785,178,63,,,,0.097015462685079,-0.014,-0.096
5215,774,163,62,,,,0.108189648303338,-0.016,-0.107
5212,789,180,64,,,,0.09394147114028,-0.019,-0.092
5213,808,175,61,,,,0.075186434946738,-0.018,-0.073
5220,805,168,62,,,,0.076791926658992,-0.011,-0.076
5215,806,175,63,,,,0.076687678280151,-0.016,-0.075
5216,806,183,64,,,,0.076485292703892,-0.015,-0.075
5206,812,215,66,,,,0.073389372527635,-0.025,-0.069
5209,816,222,64,,,,0.068622153857191,-0.022,-0.065
5209,811,218,64,,,,0.073375745311377,-0.022,-0.07
5211,792,190,62,,,,0.09121951545585,-0.02,-0.089
5209,801,196,63,,,,0.082969874050766,-0.022,-0.08
5205,785,180,68,,,,0.099458534073251,-0.026,-0.096
5204,808,183,62,,,,0.07783315488916,-0.027,-0.073
5207,798,177,63,,,,0.086400231481171,-0.024,-0.083
5204,799,185,64,,,,0.086330759292387,-0.027,-0.082
5206,803,182,63,,,,0.081908485518901,-0.025,-0.078
5209,795,179,63,,,,0.088769364084689,-0.022,-0.086
5205,807,186,63,,,,0.07843468620451,-0.026,-0.074
5203,798,187,64,,,,0.087595661993046,-0.028,-0.083
5209,799,195,64,,,,0.084899941107165,-0.022,-0.082
5207,780,174,62,,,,0.103812330674154,-0.024,-0.101
5216,792,180,63,,,,0.090255193756371,-0.015,-0.089
5213,811,198,64,,,,0.072277243998371,-0.018,-0.07
5201,818,222,66,,,,0.069778220097678,-0.03,-0.063
5206,810,211,63,,,,0.075272837066235,-0.025,-0.071
5200,815,222,65,,,,0.072917761896537,-0.031,-0.066
5202,808,220,64,,,,0.078549347546622,-0.029,-0.073
5199,819,235,65,,,,0.06977105417005,-0.032,-0.062
5209,822,231,63,,,,0.062968245965725,-0.022,-0.059
5209,799,216,64,,,,0.084899941107165,-0.022,-0.082
5210,795,208,63,,,,0.088526832090615,-0.021,-0.086
5210,805,211,63,,,,0.078847954951286,-0.021,-0.076
5204,804,199,63,,,,0.081596568555301,-0.027,-0.077
5213,802,189,62,,,,0.081024687595819,-0.018,-0.079
5207,800,198,64,,,,0.084480767041972,-0.024,-0.081
5216,798,183,62,,,,0.084344531535838,-0.015,-0.083
5208,808,199,64,,,,0.07653757247261,-0.023,-0.073
5207,816,205,64,,,,0.06928924880528,-0.024,-0.065
5214,817,202,63,,,,0.066219332524573,-0.017,-0.064
5222,811,178,61,,,,0.070576199954376,-0.008999999999999,-0.07
5214,823,180,62,,,,0.060440052945046,-0.017,-0.058
5217,818,182,63,,,,0.06453681120105,-0.014,-0.063
5216,810,187,64,,,,0.072567210226107,-0.015,-0.071
5220,823,188,62,,,,0.059033888572582,-0.011,-0.058
5211,820,190,63,,,,0.064195015382816,-0.02,-0.061
5220,817,191,63,,,,0.064938432380217,-0.011,-0.064
5219,816,194,63,,,,0.066098411478643,-0.012,-0.065
5216,813,209,65,,,,0.069634761434215,-0.015,-0.068
5216,826,201,62,,,,0.057008771254957,-0.015,-0.055
5210,829,203,63,,,,0.05608029957124,-0.021,-0.052
5209,814,214,65,,,,0.070519500849056,-0.022,-0.067
5205,805,206,63,,,,0.080324342512093,-0.026,-0.076
5205,812,209,63,,,,0.073736015623303,-0.026,-0.069
5201,816,217,64,,,,0.071589105316382,-0.03,-0.065
5203,805,214,64,,,,0.080993826925266,-0.028,-0.076
5212,783,181,61,,,,0.099824846606444,-0.019,-0.098
5207,787,171,62,,,,0.097015462685079,-0.024,-0.094
5208,791,173,63,,,,0.092892410884851,-0.023,-0.09
5206,795,172,63,,,,0.089560035730229,-0.025,-0.086
5199,802,178,63,,,,0.08523496934944,-0.032,-0.079
5203,807,178,63,,,,0.07912016177941,-0.028,-0.074
5201,808,183,63,,,,0.078924014089503,-0.03,-0.073
5208,818,185,63,,,,0.067067130548429,-0.023,-0.063
5205,823,183,62,,,,0.063560994328283,-0.026,-0.058
5204,828,195,64,,,,0.059481089431852,-0.027,-0.053
5202,823,195,63,,,,0.064845971347494,-0.029,-0.058
5211,821,184,62,,,,0.063245553203368,-0.02,-0.06
