x,y,z,q,,act_x,act_y,dist,forward,lateral
5220,5020,361,64,,5.195,4.942,0.0819084855189,0.025,0.077999999999999
5220,5033,335,61,,,,0.094371605899232,0.025,0.091
5222,5050,340,62,,,,0.111323851891677,0.027,0.108
5221,5031,329,64,,,,0.092720008628127,0.026,0.089
5234,5036,299,60,,,,0.101769347054994,0.039,0.094
5239,5049,317,63,,,,0.115693560754262,0.044,0.107
5240,5071,319,61,,,,0.136623570440828,0.045,0.129
5247,5061,296,61,,,,0.129865314845804,0.052,0.119
5233,5062,303,62,,,,0.125872951820476,0.037999999999999,0.12
5232,5078,331,63,,,,0.140943250991312,0.037,0.136
5224,5056,339,65,,,,0.117630778285277,0.029,0.114
5228,5056,337,63,,,,0.118680242669115,0.033,0.114
5222,5043,344,64,,,,0.104546640309481,0.027,0.101
5217,5031,349,64,,,,0.091678787077491,0.021999999999999,0.089
5223,5032,327,62,,,,0.094254973343585,0.028,0.09
5223,5040,330,63,,,,0.101921538449927,0.028,0.098
5227,5040,329,63,,,,0.103092191750879,0.032,0.098
5226,5060,329,61,,,,0.122004098291819,0.031,0.117999999999999
5223,5064,316,61,,,,0.125171881826551,0.028,0.122
5225,5066,335,64,,,,0.127577427470536,0.029999999999999,0.124
5221,5074,328,61,,,,0.134536240470737,0.026,0.132
5220,5050,329,64,,,,0.110855762141622,0.025,0.108
5219,5050,323,62,,,,0.110634533487514,0.024,0.108
5216,5038,327,64,,,,0.098270036124955,0.021,0.096
5224,5041,313,62,,,,0.103160069794471,0.029,0.099
5231,5059,321,62,,,,0.122413234578619,0.036,0.117
5229,5064,323,62,,,,0.1266491215919,0.034,0.122
5235,5076,301,60,,,,0.139842768851306,0.04,0.133999999999999
5237,5073,311,63,,,,0.137568164921976,0.042,0.131
5240,5082,318,62,,,,0.147054411698527,0.045,0.14
5239,5078,310,62,,,,0.142940547081645,0.044,0.136
5238,5058,318,64,,,,0.123713378419635,0.043,0.116
5226,5051,325,63,,,,0.113322548506464,0.031,0.109
5223,5039,316,63,,,,0.100960388271836,0.028,0.097
5216,5031,320,63,,,,0.091443971917234,0.021,0.089
5217,5038,305,61,,,,0.098488578017961,0.021999999999999,0.096
5222,5051,290,60,,,,0.112294256309038,0.027,0.109
5216,5059,313,63,,,,0.118869676536954,0.021,0.117
5220,5073,315,61,,,,0.133364163102387,0.025,0.131
5226,5091,326,61,,,,0.152190669884852,0.031,0.149
5227,5094,308,60,,,,0.155331902711581,0.032,0.152
5228,5086,307,62,,,,0.147732867026942,0.033,0.144
5233,5078,343,65,,,,0.141209064864831,0.037999999999999,0.136
5242,5079,323,61,,,,0.144837840359486,0.047,0.137
5234,5068,325,63,,,,0.131897687621883,0.039,0.125999999999999
5226,5080,338,62,,,,0.141439032802123,0.031,0.138
5228,5069,352,64,,,,0.131217376898031,0.033,0.127
5229,5070,332,61,,,,0.132438665049147,0.034,0.128
5224,5068,351,64,,,,0.12929423807734,0.029,0.125999999999999
5217,5071,347,62,,,,0.130862523283023,0.021999999999999,0.129
5217,5066,342,63,,,,0.125936491931449,0.021999999999999,0.124
5216,5090,352,61,,,,0.14948244044034,0.021,0.148
5209,5067,358,64,,,,0.125781556676645,0.013999999999999,0.125
5210,5066,348,62,,,,0.124903963107661,0.015,0.124
5213,5063,337,62,,,,0.122331516789419,0.018,0.121
5216,5074,330,61,,,,0.133660016459672,0.021,0.132
5218,5090,344,62,,,,0.149776500159404,0.023,0.148
5225,5090,353,63,,,,0.151009933448101,0.029999999999999,0.148
5227,5102,363,62,,,,0.163168624434969,0.032,0.16
5228,5088,348,62,,,,0.149682998366548,0.033,0.146
5226,5081,350,63,,,,0.142414886862294,0.031,0.139
5224,5082,349,62,,,,0.142972025235708,0.029,0.14
5225,5077,337,62,,,,0.138293166859393,0.029999999999999,0.135
5230,5070,305,60,,,,0.132698907305223,0.035,0.128
5237,5061,309,63,,,,0.126194294641239,0.042,0.119
5241,5058,318,63,,,,0.124787819918451,0.045999999999999,0.116
5235,5058,318,62,,,,0.122702893201423,0.04,0.116
5224,5037,309,63,,,,0.099327740334712,0.029,0.095
5226,5066,329,62,,,,0.127816274394147,0.031,0.124
5230,5070,307,60,,,,0.132698907305223,0.035,0.128
5236,5080,325,63,,,,0.143961800488879,0.041,0.138
5235,5083,311,61,,,,0.146563979203623,0.04,0.141
5234,5093,315,61,,,,0.155955121749816,0.039,0.151
5226,5091,328,63,,,,0.152190669884852,0.031,0.149
5233,5102,336,62,,,,0.164450600485374,0.037999999999999,0.16
5233,5092,334,62,,,,0.154738489071077,0.037999999999999,0.149999999999999
5225,5150,294,72,,,,0.210152325706855,0.029999999999999,0.208
5219,5121,312,64,,,,0.180601771862848,0.024,0.179
5221,5116,346,64,,,,0.175931804969993,0.026,0.174
5214,5096,349,64,,,,0.155167651267911,0.019,0.154
5218,5082,368,65,,,,0.141876707038188,0.023,0.14
5227,5069,356,63,,,,0.13096946208945,0.032,0.127
5229,5075,354,62,,,,0.137277092043793,0.034,0.133
5231,5059,347,63,,,,0.122413234578619,0.036,0.117
5235,5068,348,62,,,,0.132196822957285,0.04,0.125999999999999
5231,5055,354,64,,,,0.118595952713404,0.036,0.113
5234,5056,331,61,,,,0.120486513768139,0.039,0.114
5231,5037,340,65,,,,0.10159232254457,0.036,0.095
5235,5061,307,59,,,,0.125542821379798,0.04,0.119
