x,y,z,q,,act_x,act_y,dist,forward,lateral
4288,2745,4294967071,71,,4.232,2.894,0.159176003216565,0.056,-0.149
4285,2747,4294967071,70,,,,0.156262599492009,0.053,-0.147
4282,2740,4294967088,72,,,,0.161913557184073,0.05,-0.154
4294,2753,4294967082,70,,,,0.154029218007493,0.061999999999999,-0.141
4292,2749,4294967090,71,,,,0.156923548264752,0.06,-0.145
4295,2764,4294967058,68,,,,0.144461067419565,0.063,-0.13
4297,2757,4294967060,70,,,,0.151637726176568,0.065,-0.137
4302,2769,4294967057,70,,,,0.143265487818944,0.069999999999999,-0.125
4311,2772,4294967057,70,,,,0.145344418537486,0.079,-0.122
4310,2789,4294967059,70,,,,0.130801376139549,0.077999999999999,-0.105
4306,2779,4294967061,70,,,,0.136751599625014,0.074,-0.115
4309,2779,4294967060,70,,,,0.138397976863826,0.077,-0.115
4309,2804,4294967050,69,,,,0.118444079632542,0.077,-0.09
4303,2796,4294967065,71,,,,0.121016527796826,0.071,-0.098
4299,2783,4294967079,72,,,,0.129653384066904,0.067,-0.111
4305,2788,4294967074,70,,,,0.128705089254466,0.073,-0.106
4296,2769,4294967106,73,,,,0.140431477952772,0.064,-0.125
4301,2799,4294967073,68,,,,0.117413798166996,0.069,-0.095
4293,2791,4294967064,70,,,,0.119707978013164,0.061,-0.103
4300,2802,4294967047,68,,,,0.114402797168601,0.068,-0.092
4304,2799,4294967051,70,,,,0.119201510057549,0.072,-0.095
4303,2790,4294967049,70,,,,0.125924580602835,0.071,-0.104
4305,2795,4294967055,70,,,,0.123004064973479,0.073,-0.099
4305,2802,4294967067,71,,,,0.11744360348695,0.073,-0.092
4302,2779,4294967093,73,,,,0.134629120178362,0.069999999999999,-0.115
4305,2785,4294967082,70,,,,0.131186889588861,0.073,-0.109
4302,2772,4294967080,70,,,,0.140655607780138,0.069999999999999,-0.122
4304,2768,4294967074,70,,,,0.145120639469374,0.072,-0.126
4303,2769,4294967072,70,,,,0.143756738972474,0.071,-0.125
4300,2776,4294967061,69,,,,0.136191042289866,0.068,-0.118
4303,2782,4294967072,71,,,,0.132608446186508,0.071,-0.112
4302,2792,4294967074,70,,,,0.123709336753537,0.069999999999999,-0.102
4303,2809,4294967049,68,,,,0.110751975151687,0.071,-0.085
4296,2791,4294967057,71,,,,0.121264174429219,0.064,-0.103
4301,2792,4294967051,69,,,,0.123146254510643,0.069,-0.102
4315,2790,4294967038,69,,,,0.13306013678033,0.083,-0.104
4312,2774,4294967054,71,,,,0.14422205101856,0.08,-0.12
4307,2773,4294967053,70,,,,0.142358701876633,0.075,-0.121
4315,2779,4294967042,69,,,,0.141823834386185,0.083,-0.115
4310,2788,4294967044,70,,,,0.131605471010897,0.077999999999999,-0.106
4313,2790,4294967048,70,,,,0.131821849478757,0.081,-0.104
4322,2803,4294967045,69,,,,0.127988280713509,0.09,-0.091
4317,2796,4294967055,71,,,,0.129726635661301,0.085,-0.098
4316,2780,4294967050,70,,,,0.141605084654471,0.084,-0.114
4302,2780,4294967051,70,,,,0.133775932065525,0.069999999999999,-0.114
4298,2789,4294967043,69,,,,0.124020159651566,0.066,-0.105
4296,2790,4294967065,72,,,,0.12211470017979,0.064,-0.104
4300,2793,4294967056,69,,,,0.121757956618859,0.068,-0.101
4299,2784,4294967068,71,,,,0.12879829191414,0.067,-0.11
4309,2791,4294967054,69,,,,0.128600155520901,0.077,-0.103
4311,2802,4294967058,70,,,,0.121264174429219,0.079,-0.092
4306,2795,4294967044,69,,,,0.123600161812192,0.074,-0.099
4302,2782,4294967049,70,,,,0.132075735848792,0.069999999999999,-0.112
4310,2809,4294967031,68,,,,0.11536463929645,0.077999999999999,-0.085
4307,2795,4294967053,72,,,,0.124201449266907,0.075,-0.099
4306,2796,4294967046,69,,,,0.12280065146407,0.074,-0.098
4303,2786,4294967054,71,,,,0.129247823966208,0.071,-0.108
4301,2779,4294967071,72,,,,0.134111893581442,0.069,-0.115
4302,2765,4294967080,71,,,,0.146768525236169,0.069999999999999,-0.129
4297,2762,4294967075,70,,,,0.147135991518051,0.065,-0.132
4291,2744,4294967084,71,,,,0.161186227699515,0.059,-0.15
4290,2729,4294967087,71,,,,0.174897112611958,0.058,-0.165
4289,2733,4294967099,72,,,,0.17079227148791,0.057,-0.161
4293,2745,4294967090,70,,,,0.16100310556011,0.061,-0.149
4301,2751,4294967088,71,,,,0.158776572579207,0.069,-0.143
4308,2763,4294967084,70,,,,0.151449661604112,0.076,-0.131
4307,2787,4294967079,70,,,,0.130667517004036,0.075,-0.107
4307,2790,4294967065,69,,,,0.128222462930643,0.075,-0.104
4306,2777,4294967068,71,,,,0.13843771162512,0.074,-0.117
4313,2799,4294967050,68,,,,0.124843902534325,0.081,-0.095
4313,2801,4294967046,69,,,,0.123328828746566,0.081,-0.093
4309,2805,4294967056,71,,,,0.117686022959398,0.077,-0.089
4320,2821,4294967053,69,,,,0.114337220536447,0.088,-0.073
4312,2795,4294967073,72,,,,0.127283148923964,0.08,-0.099
4306,2793,4294967086,72,,,,0.125207827231368,0.074,-0.101
4316,2797,4294967077,70,,,,0.128316016147634,0.084,-0.097
4306,2805,4294967052,68,,,,0.115745410276175,0.074,-0.089
4306,2794,4294967059,71,,,,0.124402572320672,0.074,-0.1
4304,2788,4294967058,70,,,,0.128140547837131,0.072,-0.106
4308,2785,4294967044,69,,,,0.132879644791819,0.076,-0.109
4309,2794,4294967038,69,,,,0.126210142223199,0.077,-0.1
4303,2786,4294967048,71,,,,0.129247823966208,0.071,-0.108
4311,2794,4294967036,69,,,,0.127440182046323,0.079,-0.1
4317,2784,4294967035,69,,,,0.139014387744579,0.085,-0.11
4314,2799,4294967018,68,,,,0.125495019821505,0.082,-0.095
